Datas,Cidades,Estados,Geocode
2021-01-22,porto velho,RO,1100205.0
2021-01-22,porto walter,AC,1200393.0
2021-01-22,porto de moz,PA,1505908.0
2021-01-22,prainha,PA,1506005.0
2021-01-22,primeira cruz,MA,2109403.0
2021-01-22,propriá,SE,2805703.0
2021-01-22,remanso,BA,2926004.0
2021-01-22,rio grande,RS,4315602.0
2021-01-22,salvador,BA,2927408.0
2021-01-22,salvaterra,PA,1506302.0
2021-01-22,santa cruz do arari,PA,1506401.0
2021-01-22,santa isabel do rio negro,AM,1303601.0
2021-01-22,santana do são francisco,SE,2806404.0
2021-01-22,santana,AP,1600600.0
2021-01-22,santarém,PA,1506807.0
2021-01-22,santo antônio do içá,AM,1303700.0
2021-01-22,senador josé porfírio,PA,1507805.0
2021-01-22,sento sé,BA,2930204.0
2021-01-22,soure,PA,1507904.0
2021-01-22,são gabriel da cachoeira,AM,1303809.0
2021-01-22,são josé de ribamar,MA,2111201.0
2021-01-22,são josé do norte,RS,4318507.0
2021-01-22,são luís,MA,2111300.0
2021-01-22,são paulo de olivença,AM,1303908.0
2021-01-22,são sebastião da boa vista,PA,1507706.0
2021-01-22,são sebastião do uatumã,AM,1303957.0
2021-01-22,tabatinga,AM,1304062.0
2021-01-22,tapauá,AM,1304104.0
2021-01-22,tefé,AM,1304203.0
2021-01-22,terra santa,PA,1507979.0
2021-01-22,tonantins,AM,1304237.0
2021-01-22,traipu,AL,2709202.0
2021-01-22,tucumã,PA,1508084.0
2021-01-22,tucuruí,PA,1508100.0
2021-01-22,uarini,AM,1304260.0
2021-01-22,urucará,AM,1304302.0
2021-01-22,urucurituba,AM,1304401.0
2021-01-22,vera cruz,BA,2933208.0
2021-01-22,viseu,PA,1508308.0
2021-01-22,vitória do jari,AP,1600808.0
2021-01-22,vitória do xingu,PA,1508357.0
2021-01-22,xique-xique,BA,2933604.0
2021-01-22,óbidos,PA,1505106.0
2021-01-23,abaetetuba,PA,1500107.0
2021-01-23,acará,PA,1500206.0
2021-01-23,afuá,PA,1500305.0
2021-01-23,alcântara,MA,2100204.0
2021-01-23,alenquer,PA,1500404.0
2021-01-23,almeirim,PA,1500503.0
2021-01-23,altamira,PA,1500602.0
2021-01-23,alvarães,AM,1300029.0
2021-01-23,amaturá,AM,1300060.0
2021-01-23,anajás,PA,1500701.0
2021-01-23,anamã,AM,1300086.0
2021-01-23,angra dos reis,RJ,3300100.0
2021-01-23,anori,AM,1300102.0
2021-01-23,areia branca,RN,2401107.0
2021-01-23,autazes,AM,1300300.0
2021-01-23,aveiro,PA,1501006.0
2021-01-23,bagre,PA,1501105.0
2021-01-23,baião,PA,1501204.0
2021-01-23,barcarena,PA,1501303.0
2021-01-23,barcelos,AM,1300409.0
2021-01-23,barreirinha,AM,1300508.0
2021-01-23,belém,PA,1501402.0
2021-01-23,benjamin constant,AM,1300607.0
2021-01-23,beruri,AM,1300631.0
2021-01-23,boa vista do ramos,AM,1300680.0
2021-01-23,borba,AM,1300805.0
2021-01-23,brejo grande,SE,2800704.0
2021-01-23,breves,PA,1501808.0
2021-01-23,caapiranga,AM,1300839.0
2021-01-23,cachoeira do arari,PA,1502004.0
2021-01-23,cametá,PA,1502103.0
2021-01-23,canutama,AM,1300904.0
2021-01-23,carauari,AM,1301001.0
2021-01-23,careiro da várzea,AM,1301159.0
2021-01-23,carutapera,MA,2102903.0
2021-01-23,chaves,PA,1502509.0
2021-01-23,coari,AM,1301209.0
2021-01-23,codajás,AM,1301308.0
2021-01-23,cruzeiro do sul,AC,1200203.0
2021-01-23,curralinho,PA,1502806.0
2021-01-23,curuá,PA,1502855.0
2021-01-23,faro,PA,1503002.0
2021-01-23,fonte boa,AM,1301605.0
2021-01-23,gararu,SE,2802403.0
2021-01-23,grossos,RN,2404408.0
2021-01-23,guaraqueçaba,PR,4109500.0
2021-01-23,gurupá,PA,1503101.0
2021-01-23,humaitá,AM,1301704.0
2021-01-23,humberto de campos,MA,2105005.0
2021-01-23,icatu,MA,2105104.0
2021-01-23,imaruí,SC,4207205.0
2021-01-23,imperatriz,MA,2105302.0
2021-01-23,ipixuna,AM,1301803.0
2021-01-23,iranduba,AM,1301852.0
2021-01-23,itacoatiara,AM,1301902.0
2021-01-23,itaguatins,TO,1710706.0
2021-01-23,itaituba,PA,1503606.0
2021-01-23,itaparica,BA,2916104.0
2021-01-23,itapiranga,AM,1302009.0
2021-01-23,itapiranga,SC,4208401.0
2021-01-23,japurá,AM,1302108.0
2021-01-23,juruti,PA,1503903.0
2021-01-23,juruá,AM,1302207.0
2021-01-23,jutaí,AM,1302306.0
2021-01-23,laguna,SC,4209409.0
2021-01-23,laranjal do jari,AP,1600279.0
2021-01-23,limoeiro do ajuru,PA,1504000.0
2021-01-23,lábrea,AM,1302405.0
2021-01-23,macapá,AP,1600303.0
2021-01-23,manacapuru,AM,1302504.0
2021-01-23,manaquiri,AM,1302553.0
2021-01-23,manaus,AM,1302603.0
2021-01-23,mangaratiba,RJ,3302601.0
2021-01-23,manicoré,AM,1302702.0
2021-01-23,marabá,PA,1504208.0
2021-01-23,maraã,AM,1302801.0
2021-01-23,marechal thaumaturgo,AC,1200351.0
2021-01-23,maués,AM,1302900.0
2021-01-23,melgaço,PA,1504505.0
2021-01-23,mocajuba,PA,1504604.0
2021-01-23,monte alegre,PA,1504802.0
2021-01-23,muaná,PA,1504901.0
2021-01-23,nhamundá,AM,1303007.0
2021-01-23,nova olinda do norte,AM,1303106.0
2021-01-23,novo airão,AM,1303205.0
2021-01-23,novo aripuanã,AM,1303304.0
2021-01-23,oeiras do pará,PA,1505205.0
2021-01-23,oriximiná,PA,1505304.0
2021-01-23,paranaguá,PR,4118204.0
2021-01-23,parintins,AM,1303403.0
2021-01-23,penedo,AL,2706703.0
2021-01-23,piaçabuçu,AL,2706802.0
2021-01-23,pilão arcado,BA,2924405.0
2021-01-23,pinheirinho do vale,RS,4314498.0
2021-01-23,ponta de pedras,PA,1505700.0
2021-01-23,portel,PA,1505809.0
2021-01-23,porto real do colégio,AL,2707503.0
2021-01-23,porto velho,RO,1100205.0
2021-01-23,porto walter,AC,1200393.0
2021-01-23,porto de moz,PA,1505908.0
2021-01-23,prainha,PA,1506005.0
2021-01-23,primeira cruz,MA,2109403.0
2021-01-23,propriá,SE,2805703.0
2021-01-23,remanso,BA,2926004.0
2021-01-23,rio grande,RS,4315602.0
2021-01-23,salvador,BA,2927408.0
2021-01-23,salvaterra,PA,1506302.0
2021-01-23,santa cruz do arari,PA,1506401.0
2021-01-23,santa isabel do rio negro,AM,1303601.0
2021-01-23,santana do são francisco,SE,2806404.0
2021-01-23,santana,AP,1600600.0
2021-01-23,santarém,PA,1506807.0
2021-01-23,santo antônio do içá,AM,1303700.0
2021-01-23,senador josé porfírio,PA,1507805.0
2021-01-23,sento sé,BA,2930204.0
2021-01-23,soure,PA,1507904.0
2021-01-23,são gabriel da cachoeira,AM,1303809.0
2021-01-23,são josé de ribamar,MA,2111201.0
2021-01-23,são josé do norte,RS,4318507.0
2021-01-23,são luís,MA,2111300.0
2021-01-23,são paulo de olivença,AM,1303908.0
2021-01-23,são sebastião da boa vista,PA,1507706.0
2021-01-23,são sebastião do uatumã,AM,1303957.0
2021-01-23,tabatinga,AM,1304062.0
2021-01-23,tapauá,AM,1304104.0
2021-01-23,tefé,AM,1304203.0
2021-01-23,terra santa,PA,1507979.0
2021-01-23,tonantins,AM,1304237.0
2021-01-23,traipu,AL,2709202.0
2021-01-23,tucumã,PA,1508084.0
2021-01-23,tucuruí,PA,1508100.0
2021-01-23,uarini,AM,1304260.0
2021-01-23,urucará,AM,1304302.0
2021-01-23,urucurituba,AM,1304401.0
2021-01-23,vera cruz,BA,2933208.0
2021-01-23,viseu,PA,1508308.0
2021-01-23,vitória do jari,AP,1600808.0
2021-01-23,vitória do xingu,PA,1508357.0
2021-01-23,xique-xique,BA,2933604.0
2021-01-23,óbidos,PA,1505106.0
2021-01-24,abaetetuba,PA,1500107.0
2021-01-24,acará,PA,1500206.0
2021-01-24,afuá,PA,1500305.0
2021-01-24,alcântara,MA,2100204.0
2021-01-24,alenquer,PA,1500404.0
2021-01-24,almeirim,PA,1500503.0
2021-01-24,altamira,PA,1500602.0
2021-01-24,alvarães,AM,1300029.0
2021-01-24,amaturá,AM,1300060.0
2021-01-24,anajás,PA,1500701.0
2021-01-24,anamã,AM,1300086.0
2021-01-24,angra dos reis,RJ,3300100.0
2021-01-24,anori,AM,1300102.0
2021-01-24,areia branca,RN,2401107.0
2021-01-24,autazes,AM,1300300.0
2021-01-24,aveiro,PA,1501006.0
2021-01-24,bagre,PA,1501105.0
2021-01-24,baião,PA,1501204.0
2021-01-24,barcarena,PA,1501303.0
2021-01-24,barcelos,AM,1300409.0
2021-01-24,barreirinha,AM,1300508.0
2021-01-24,belém,PA,1501402.0
2021-01-24,benjamin constant,AM,1300607.0
2021-01-24,beruri,AM,1300631.0
2021-01-24,boa vista do ramos,AM,1300680.0
2021-01-24,borba,AM,1300805.0
2021-01-24,brejo grande,SE,2800704.0
2021-01-24,breves,PA,1501808.0
2021-01-24,caapiranga,AM,1300839.0
2021-01-24,cachoeira do arari,PA,1502004.0
2021-01-24,cametá,PA,1502103.0
2021-01-24,canutama,AM,1300904.0
2021-01-24,carauari,AM,1301001.0
2021-01-24,careiro da várzea,AM,1301159.0
2021-01-24,carutapera,MA,2102903.0
2021-01-24,chaves,PA,1502509.0
2021-01-24,coari,AM,1301209.0
2021-01-24,codajás,AM,1301308.0
2021-01-24,cruzeiro do sul,AC,1200203.0
2021-01-24,curralinho,PA,1502806.0
2021-01-24,curuá,PA,1502855.0
2021-01-24,faro,PA,1503002.0
2021-01-24,fonte boa,AM,1301605.0
2021-01-24,gararu,SE,2802403.0
2021-01-24,grossos,RN,2404408.0
2021-01-24,guaraqueçaba,PR,4109500.0
2021-01-24,gurupá,PA,1503101.0
2021-01-24,humaitá,AM,1301704.0
2021-01-24,humberto de campos,MA,2105005.0
2021-01-24,icatu,MA,2105104.0
2021-01-24,imaruí,SC,4207205.0
2021-01-24,imperatriz,MA,2105302.0
2021-01-24,ipixuna,AM,1301803.0
2021-01-24,iranduba,AM,1301852.0
2021-01-24,itacoatiara,AM,1301902.0
2021-01-24,itaguatins,TO,1710706.0
2021-01-24,itaituba,PA,1503606.0
2021-01-24,itaparica,BA,2916104.0
2021-01-24,itapiranga,AM,1302009.0
2021-01-24,itapiranga,SC,4208401.0
2021-01-24,japurá,AM,1302108.0
2021-01-24,juruti,PA,1503903.0
2021-01-24,juruá,AM,1302207.0
2021-01-24,jutaí,AM,1302306.0
2021-01-24,laguna,SC,4209409.0
2021-01-24,laranjal do jari,AP,1600279.0
2021-01-24,limoeiro do ajuru,PA,1504000.0
2021-01-24,lábrea,AM,1302405.0
2021-01-24,macapá,AP,1600303.0
2021-01-24,manacapuru,AM,1302504.0
2021-01-24,manaquiri,AM,1302553.0
2021-01-24,manaus,AM,1302603.0
2021-01-24,mangaratiba,RJ,3302601.0
2021-01-24,manicoré,AM,1302702.0
2021-01-24,marabá,PA,1504208.0
2021-01-24,maraã,AM,1302801.0
2021-01-24,marechal thaumaturgo,AC,1200351.0
2021-01-24,maués,AM,1302900.0
2021-01-24,melgaço,PA,1504505.0
2021-01-24,mocajuba,PA,1504604.0
2021-01-24,monte alegre,PA,1504802.0
2021-01-24,muaná,PA,1504901.0
2021-01-24,nhamundá,AM,1303007.0
2021-01-24,nova olinda do norte,AM,1303106.0
2021-01-24,novo airão,AM,1303205.0
2021-01-24,novo aripuanã,AM,1303304.0
2021-01-24,oeiras do pará,PA,1505205.0
2021-01-24,oriximiná,PA,1505304.0
2021-01-24,paranaguá,PR,4118204.0
2021-01-24,parintins,AM,1303403.0
2021-01-24,penedo,AL,2706703.0
2021-01-24,piaçabuçu,AL,2706802.0
2021-01-24,pilão arcado,BA,2924405.0
2021-01-24,pinheirinho do vale,RS,4314498.0
2021-01-24,ponta de pedras,PA,1505700.0
2021-01-24,portel,PA,1505809.0
2021-01-24,porto real do colégio,AL,2707503.0
2021-01-24,porto velho,RO,1100205.0
2021-01-24,porto walter,AC,1200393.0
2021-01-24,porto de moz,PA,1505908.0
2021-01-24,prainha,PA,1506005.0
2021-01-24,primeira cruz,MA,2109403.0
2021-01-24,propriá,SE,2805703.0
2021-01-24,remanso,BA,2926004.0
2021-01-24,rio grande,RS,4315602.0
2021-01-24,salvador,BA,2927408.0
2021-01-24,salvaterra,PA,1506302.0
2021-01-24,santa cruz do arari,PA,1506401.0
2021-01-24,santa isabel do rio negro,AM,1303601.0
2021-01-24,santana do são francisco,SE,2806404.0
2021-01-24,santana,AP,1600600.0
2021-01-24,santarém,PA,1506807.0
2021-01-24,santo antônio do içá,AM,1303700.0
2021-01-24,senador josé porfírio,PA,1507805.0
2021-01-24,sento sé,BA,2930204.0
2021-01-24,soure,PA,1507904.0
2021-01-24,são gabriel da cachoeira,AM,1303809.0
2021-01-24,são josé de ribamar,MA,2111201.0
2021-01-24,são josé do norte,RS,4318507.0
2021-01-24,são luís,MA,2111300.0
2021-01-24,são paulo de olivença,AM,1303908.0
2021-01-24,são sebastião da boa vista,PA,1507706.0
2021-01-24,são sebastião do uatumã,AM,1303957.0
2021-01-24,tabatinga,AM,1304062.0
2021-01-24,tapauá,AM,1304104.0
2021-01-24,tefé,AM,1304203.0
2021-01-24,terra santa,PA,1507979.0
2021-01-24,tonantins,AM,1304237.0
2021-01-24,traipu,AL,2709202.0
2021-01-24,tucumã,PA,1508084.0
2021-01-24,tucuruí,PA,1508100.0
2021-01-24,uarini,AM,1304260.0
2021-01-24,urucará,AM,1304302.0
2021-01-24,urucurituba,AM,1304401.0
2021-01-24,vera cruz,BA,2933208.0
2021-01-24,viseu,PA,1508308.0
2021-01-24,vitória do jari,AP,1600808.0
2021-01-24,vitória do xingu,PA,1508357.0
2021-01-24,xique-xique,BA,2933604.0
2021-01-24,óbidos,PA,1505106.0
2021-01-25,abaetetuba,PA,1500107.0
2021-01-25,acará,PA,1500206.0
2021-01-25,afuá,PA,1500305.0
2021-01-25,alcântara,MA,2100204.0
2021-01-25,alenquer,PA,1500404.0
2021-01-25,almeirim,PA,1500503.0
2021-01-25,altamira,PA,1500602.0
2021-01-25,alvarães,AM,1300029.0
2021-01-25,amaturá,AM,1300060.0
2021-01-25,anajás,PA,1500701.0
2021-01-25,anamã,AM,1300086.0
2021-01-25,angra dos reis,RJ,3300100.0
2021-01-25,anori,AM,1300102.0
2021-01-25,areia branca,RN,2401107.0
2021-01-25,autazes,AM,1300300.0
2021-01-25,aveiro,PA,1501006.0
2021-01-25,bagre,PA,1501105.0
2021-01-25,baião,PA,1501204.0
2021-01-25,barcarena,PA,1501303.0
2021-01-25,barcelos,AM,1300409.0
2021-01-25,barreirinha,AM,1300508.0
2021-01-25,belém,PA,1501402.0
2021-01-25,benjamin constant,AM,1300607.0
2021-01-25,beruri,AM,1300631.0
2021-01-25,boa vista do ramos,AM,1300680.0
2021-01-25,borba,AM,1300805.0
2021-01-25,brejo grande,SE,2800704.0
2021-01-25,breves,PA,1501808.0
2021-01-25,caapiranga,AM,1300839.0
2021-01-25,cachoeira do arari,PA,1502004.0
2021-01-25,cametá,PA,1502103.0
2021-01-25,canutama,AM,1300904.0
2021-01-25,carauari,AM,1301001.0
2021-01-25,careiro da várzea,AM,1301159.0
2021-01-25,carutapera,MA,2102903.0
2021-01-25,chaves,PA,1502509.0
2021-01-25,coari,AM,1301209.0
2021-01-25,codajás,AM,1301308.0
2021-01-25,cruzeiro do sul,AC,1200203.0
2021-01-25,curralinho,PA,1502806.0
2021-01-25,curuá,PA,1502855.0
2021-01-25,faro,PA,1503002.0
2021-01-25,fonte boa,AM,1301605.0
2021-01-25,gararu,SE,2802403.0
2021-01-25,grossos,RN,2404408.0
2021-01-25,guaraqueçaba,PR,4109500.0
2021-01-25,gurupá,PA,1503101.0
2021-01-25,humaitá,AM,1301704.0
2021-01-25,humberto de campos,MA,2105005.0
2021-01-25,icatu,MA,2105104.0
2021-01-25,imaruí,SC,4207205.0
2021-01-25,imperatriz,MA,2105302.0
2021-01-25,ipixuna,AM,1301803.0
2021-01-25,iranduba,AM,1301852.0
2021-01-25,itacoatiara,AM,1301902.0
2021-01-25,itaguatins,TO,1710706.0
2021-01-25,itaituba,PA,1503606.0
2021-01-25,itaparica,BA,2916104.0
2021-01-25,itapiranga,AM,1302009.0
2021-01-25,itapiranga,SC,4208401.0
2021-01-25,japurá,AM,1302108.0
2021-01-25,juruti,PA,1503903.0
2021-01-25,juruá,AM,1302207.0
2021-01-25,jutaí,AM,1302306.0
2021-01-25,laguna,SC,4209409.0
2021-01-25,laranjal do jari,AP,1600279.0
2021-01-25,limoeiro do ajuru,PA,1504000.0
2021-01-25,lábrea,AM,1302405.0
2021-01-25,macapá,AP,1600303.0
2021-01-25,manacapuru,AM,1302504.0
2021-01-25,manaquiri,AM,1302553.0
2021-01-25,manaus,AM,1302603.0
2021-01-25,mangaratiba,RJ,3302601.0
2021-01-25,manicoré,AM,1302702.0
2021-01-25,marabá,PA,1504208.0
2021-01-25,maraã,AM,1302801.0
2021-01-25,marechal thaumaturgo,AC,1200351.0
2021-01-25,maués,AM,1302900.0
2021-01-25,melgaço,PA,1504505.0
2021-01-25,mocajuba,PA,1504604.0
2021-01-25,monte alegre,PA,1504802.0
2021-01-25,muaná,PA,1504901.0
2021-01-25,nhamundá,AM,1303007.0
2021-01-25,nova olinda do norte,AM,1303106.0
2021-01-25,novo airão,AM,1303205.0
2021-01-25,novo aripuanã,AM,1303304.0
2021-01-25,oeiras do pará,PA,1505205.0
2021-01-25,oriximiná,PA,1505304.0
2021-01-25,paranaguá,PR,4118204.0
2021-01-25,parintins,AM,1303403.0
2021-01-25,penedo,AL,2706703.0
2021-01-25,piaçabuçu,AL,2706802.0
2021-01-25,pilão arcado,BA,2924405.0
2021-01-25,pinheirinho do vale,RS,4314498.0
2021-01-25,ponta de pedras,PA,1505700.0
2021-01-25,portel,PA,1505809.0
2021-01-25,porto real do colégio,AL,2707503.0
2021-01-25,porto velho,RO,1100205.0
2021-01-25,porto walter,AC,1200393.0
2021-01-25,porto de moz,PA,1505908.0
2021-01-25,prainha,PA,1506005.0
2021-01-25,primeira cruz,MA,2109403.0
2021-01-25,propriá,SE,2805703.0
2021-01-25,remanso,BA,2926004.0
2021-01-25,rio grande,RS,4315602.0
2021-01-25,salvador,BA,2927408.0
2021-01-25,salvaterra,PA,1506302.0
2021-01-25,santa cruz do arari,PA,1506401.0
2021-01-25,santa isabel do rio negro,AM,1303601.0
2021-01-25,santana do são francisco,SE,2806404.0
2021-01-25,santana,AP,1600600.0
2021-01-25,santarém,PA,1506807.0
2021-01-25,santo antônio do içá,AM,1303700.0
2021-01-25,senador josé porfírio,PA,1507805.0
2021-01-25,sento sé,BA,2930204.0
2021-01-25,soure,PA,1507904.0
2021-01-25,são gabriel da cachoeira,AM,1303809.0
2021-01-25,são josé de ribamar,MA,2111201.0
2021-01-25,são josé do norte,RS,4318507.0
2021-01-25,são luís,MA,2111300.0
2021-01-25,são paulo de olivença,AM,1303908.0
2021-01-25,são sebastião da boa vista,PA,1507706.0
2021-01-25,são sebastião do uatumã,AM,1303957.0
2021-01-25,tabatinga,AM,1304062.0
2021-01-25,tapauá,AM,1304104.0
2021-01-25,tefé,AM,1304203.0
2021-01-25,terra santa,PA,1507979.0
2021-01-25,tonantins,AM,1304237.0
2021-01-25,traipu,AL,2709202.0
2021-01-25,tucumã,PA,1508084.0
2021-01-25,tucuruí,PA,1508100.0
2021-01-25,uarini,AM,1304260.0
2021-01-25,urucará,AM,1304302.0
2021-01-25,urucurituba,AM,1304401.0
2021-01-25,vera cruz,BA,2933208.0
2021-01-25,viseu,PA,1508308.0
2021-01-25,vitória do jari,AP,1600808.0
2021-01-25,vitória do xingu,PA,1508357.0
2021-01-25,xique-xique,BA,2933604.0
2021-01-25,óbidos,PA,1505106.0
2021-01-26,abaetetuba,PA,1500107.0
2021-01-26,acará,PA,1500206.0
2021-01-26,afuá,PA,1500305.0
2021-01-26,alcântara,MA,2100204.0
2021-01-26,alenquer,PA,1500404.0
2021-01-26,almeirim,PA,1500503.0
2021-01-26,altamira,PA,1500602.0
2021-01-26,alvarães,AM,1300029.0
2021-01-26,amaturá,AM,1300060.0
2021-01-26,anajás,PA,1500701.0
2021-01-26,anamã,AM,1300086.0
2021-01-26,angra dos reis,RJ,3300100.0
2021-01-26,anori,AM,1300102.0
2021-01-26,areia branca,RN,2401107.0
2021-01-26,autazes,AM,1300300.0
2021-01-26,aveiro,PA,1501006.0
2021-01-26,bagre,PA,1501105.0
2021-01-26,baião,PA,1501204.0
2021-01-26,barcarena,PA,1501303.0
2021-01-26,barcelos,AM,1300409.0
2021-01-26,barreirinha,AM,1300508.0
2021-01-26,belém,PA,1501402.0
2021-01-26,benjamin constant,AM,1300607.0
2021-01-26,beruri,AM,1300631.0
2021-01-26,boa vista do ramos,AM,1300680.0
2021-01-26,borba,AM,1300805.0
2021-01-26,brejo grande,SE,2800704.0
2021-01-26,breves,PA,1501808.0
2021-01-26,caapiranga,AM,1300839.0
2021-01-26,cachoeira do arari,PA,1502004.0
2021-01-26,cametá,PA,1502103.0
2021-01-26,canutama,AM,1300904.0
2021-01-26,carauari,AM,1301001.0
2021-01-26,careiro da várzea,AM,1301159.0
2021-01-26,carutapera,MA,2102903.0
2021-01-26,chaves,PA,1502509.0
2021-01-26,coari,AM,1301209.0
2021-01-26,codajás,AM,1301308.0
2021-01-26,cruzeiro do sul,AC,1200203.0
2021-01-26,curralinho,PA,1502806.0
2021-01-26,curuá,PA,1502855.0
2021-01-26,faro,PA,1503002.0
2021-01-26,fonte boa,AM,1301605.0
2021-01-26,gararu,SE,2802403.0
2021-01-26,grossos,RN,2404408.0
2021-01-26,guaraqueçaba,PR,4109500.0
2021-01-26,gurupá,PA,1503101.0
2021-01-26,humaitá,AM,1301704.0
2021-01-26,humberto de campos,MA,2105005.0
2021-01-26,icatu,MA,2105104.0
2021-01-26,imaruí,SC,4207205.0
2021-01-26,imperatriz,MA,2105302.0
2021-01-26,ipixuna,AM,1301803.0
2021-01-26,iranduba,AM,1301852.0
2021-01-26,itacoatiara,AM,1301902.0
2021-01-26,itaguatins,TO,1710706.0
2021-01-26,itaituba,PA,1503606.0
2021-01-26,itaparica,BA,2916104.0
2021-01-26,itapiranga,AM,1302009.0
2021-01-26,itapiranga,SC,4208401.0
2021-01-26,japurá,AM,1302108.0
2021-01-26,juruti,PA,1503903.0
2021-01-26,juruá,AM,1302207.0
2021-01-26,jutaí,AM,1302306.0
2021-01-26,laguna,SC,4209409.0
2021-01-26,laranjal do jari,AP,1600279.0
2021-01-26,limoeiro do ajuru,PA,1504000.0
2021-01-26,lábrea,AM,1302405.0
2021-01-26,macapá,AP,1600303.0
2021-01-26,manacapuru,AM,1302504.0
2021-01-26,manaquiri,AM,1302553.0
2021-01-26,manaus,AM,1302603.0
2021-01-26,mangaratiba,RJ,3302601.0
2021-01-26,manicoré,AM,1302702.0
2021-01-26,marabá,PA,1504208.0
2021-01-26,maraã,AM,1302801.0
2021-01-26,marechal thaumaturgo,AC,1200351.0
2021-01-26,maués,AM,1302900.0
2021-01-26,melgaço,PA,1504505.0
2021-01-26,mocajuba,PA,1504604.0
2021-01-26,monte alegre,PA,1504802.0
2021-01-26,muaná,PA,1504901.0
2021-01-26,nhamundá,AM,1303007.0
2021-01-26,nova olinda do norte,AM,1303106.0
2021-01-26,novo airão,AM,1303205.0
2021-01-26,novo aripuanã,AM,1303304.0
2021-01-26,oeiras do pará,PA,1505205.0
2021-01-26,oriximiná,PA,1505304.0
2021-01-26,paranaguá,PR,4118204.0
2021-01-26,parintins,AM,1303403.0
2021-01-26,penedo,AL,2706703.0
2021-01-26,piaçabuçu,AL,2706802.0
2021-01-26,pilão arcado,BA,2924405.0
2021-01-26,pinheirinho do vale,RS,4314498.0
2021-01-26,ponta de pedras,PA,1505700.0
2021-01-26,portel,PA,1505809.0
2021-01-26,porto real do colégio,AL,2707503.0
2021-01-26,porto velho,RO,1100205.0
2021-01-26,porto walter,AC,1200393.0
2021-01-26,porto de moz,PA,1505908.0
2021-01-26,prainha,PA,1506005.0
2021-01-26,primeira cruz,MA,2109403.0
2021-01-26,propriá,SE,2805703.0
2021-01-26,remanso,BA,2926004.0
2021-01-26,rio grande,RS,4315602.0
2021-01-26,salvador,BA,2927408.0
2021-01-26,salvaterra,PA,1506302.0
2021-01-26,santa cruz do arari,PA,1506401.0
2021-01-26,santa isabel do rio negro,AM,1303601.0
2021-01-26,santana do são francisco,SE,2806404.0
2021-01-26,santana,AP,1600600.0
2021-01-26,santarém,PA,1506807.0
2021-01-26,santo antônio do içá,AM,1303700.0
2021-01-26,senador josé porfírio,PA,1507805.0
2021-01-26,sento sé,BA,2930204.0
2021-01-26,soure,PA,1507904.0
2021-01-26,são gabriel da cachoeira,AM,1303809.0
2021-01-26,são josé de ribamar,MA,2111201.0
2021-01-26,são josé do norte,RS,4318507.0
2021-01-26,são luís,MA,2111300.0
2021-01-26,são paulo de olivença,AM,1303908.0
2021-01-26,são sebastião da boa vista,PA,1507706.0
2021-01-26,são sebastião do uatumã,AM,1303957.0
2021-01-26,tabatinga,AM,1304062.0
2021-01-26,tapauá,AM,1304104.0
2021-01-26,tefé,AM,1304203.0
2021-01-26,terra santa,PA,1507979.0
2021-01-26,tonantins,AM,1304237.0
2021-01-26,traipu,AL,2709202.0
2021-01-26,tucumã,PA,1508084.0
2021-01-26,tucuruí,PA,1508100.0
2021-01-26,uarini,AM,1304260.0
2021-01-26,urucará,AM,1304302.0
2021-01-26,urucurituba,AM,1304401.0
2021-01-26,vera cruz,BA,2933208.0
2021-01-26,viseu,PA,1508308.0
2021-01-26,vitória do jari,AP,1600808.0
2021-01-26,vitória do xingu,PA,1508357.0
2021-01-26,xique-xique,BA,2933604.0
2021-01-26,óbidos,PA,1505106.0
2021-01-27,abaetetuba,PA,1500107.0
2021-01-27,acará,PA,1500206.0
2021-01-27,afuá,PA,1500305.0
2021-01-27,alcântara,MA,2100204.0
2021-01-27,alenquer,PA,1500404.0
2021-01-27,almeirim,PA,1500503.0
2021-01-27,altamira,PA,1500602.0
2021-01-27,alvarães,AM,1300029.0
2021-01-27,amaturá,AM,1300060.0
2021-01-27,anajás,PA,1500701.0
2021-01-27,anamã,AM,1300086.0
2021-01-27,angra dos reis,RJ,3300100.0
2021-01-27,anori,AM,1300102.0
2021-01-27,areia branca,RN,2401107.0
2021-01-27,autazes,AM,1300300.0
2021-01-27,aveiro,PA,1501006.0
2021-01-27,bagre,PA,1501105.0
2021-01-27,baião,PA,1501204.0
2021-01-27,barcarena,PA,1501303.0
2021-01-27,barcelos,AM,1300409.0
2021-01-27,barreirinha,AM,1300508.0
2021-01-27,belém,PA,1501402.0
2021-01-27,benjamin constant,AM,1300607.0
2021-01-27,beruri,AM,1300631.0
2021-01-27,boa vista do ramos,AM,1300680.0
2021-01-27,borba,AM,1300805.0
2021-01-27,brejo grande,SE,2800704.0
2021-01-27,breves,PA,1501808.0
2021-01-27,caapiranga,AM,1300839.0
2021-01-27,cachoeira do arari,PA,1502004.0
2021-01-27,cametá,PA,1502103.0
2021-01-27,canutama,AM,1300904.0
2021-01-27,carauari,AM,1301001.0
2021-01-27,careiro da várzea,AM,1301159.0
2021-01-27,carutapera,MA,2102903.0
2021-01-27,chaves,PA,1502509.0
2021-01-27,coari,AM,1301209.0
2021-01-27,codajás,AM,1301308.0
2021-01-27,cruzeiro do sul,AC,1200203.0
2021-01-27,curralinho,PA,1502806.0
2021-01-27,curuá,PA,1502855.0
2021-01-27,faro,PA,1503002.0
