Datas,Cidades,Estados,Geocode
2020-06-30,humaitá,AM,1301704.0
2020-06-30,humberto de campos,MA,2105005.0
2020-06-30,icatu,MA,2105104.0
2020-06-30,imaruí,SC,4207205.0
2020-06-30,imperatriz,MA,2105302.0
2020-06-30,ipixuna,AM,1301803.0
2020-06-30,iranduba,AM,1301852.0
2020-06-30,itacoatiara,AM,1301902.0
2020-06-30,itaguatins,TO,1710706.0
2020-06-30,itaituba,PA,1503606.0
2020-06-30,itaparica,BA,2916104.0
2020-06-30,itapiranga,AM,1302009.0
2020-06-30,itapiranga,SC,4208401.0
2020-06-30,japurá,AM,1302108.0
2020-06-30,juruti,PA,1503903.0
2020-06-30,juruá,AM,1302207.0
2020-06-30,jutaí,AM,1302306.0
2020-06-30,laguna,SC,4209409.0
2020-06-30,laranjal do jari,AP,1600279.0
2020-06-30,limoeiro do ajuru,PA,1504000.0
2020-06-30,lábrea,AM,1302405.0
2020-06-30,macapá,AP,1600303.0
2020-06-30,manacapuru,AM,1302504.0
2020-06-30,manaquiri,AM,1302553.0
2020-06-30,manaus,AM,1302603.0
2020-06-30,mangaratiba,RJ,3302601.0
2020-06-30,manicoré,AM,1302702.0
2020-06-30,marabá,PA,1504208.0
2020-06-30,maraã,AM,1302801.0
2020-06-30,marechal thaumaturgo,AC,1200351.0
2020-06-30,maués,AM,1302900.0
2020-06-30,melgaço,PA,1504505.0
2020-06-30,mocajuba,PA,1504604.0
2020-06-30,monte alegre,PA,1504802.0
2020-06-30,muaná,PA,1504901.0
2020-06-30,nhamundá,AM,1303007.0
2020-06-30,nova olinda do norte,AM,1303106.0
2020-06-30,novo airão,AM,1303205.0
2020-06-30,novo aripuanã,AM,1303304.0
2020-06-30,oeiras do pará,PA,1505205.0
2020-06-30,oriximiná,PA,1505304.0
2020-06-30,paranaguá,PR,4118204.0
2020-06-30,parintins,AM,1303403.0
2020-06-30,penedo,AL,2706703.0
2020-06-30,piaçabuçu,AL,2706802.0
2020-06-30,pilão arcado,BA,2924405.0
2020-06-30,pinheirinho do vale,RS,4314498.0
2020-06-30,ponta de pedras,PA,1505700.0
2020-06-30,portel,PA,1505809.0
2020-06-30,porto real do colégio,AL,2707503.0
2020-06-30,porto velho,RO,1100205.0
2020-06-30,porto walter,AC,1200393.0
2020-06-30,porto de moz,PA,1505908.0
2020-06-30,prainha,PA,1506005.0
2020-06-30,primeira cruz,MA,2109403.0
2020-06-30,propriá,SE,2805703.0
2020-06-30,remanso,BA,2926004.0
2020-06-30,rio grande,RS,4315602.0
2020-06-30,salvador,BA,2927408.0
2020-06-30,salvaterra,PA,1506302.0
2020-06-30,santa cruz do arari,PA,1506401.0
2020-06-30,santa isabel do rio negro,AM,1303601.0
2020-06-30,santana do são francisco,SE,2806404.0
2020-06-30,santana,AP,1600600.0
2020-06-30,santarém,PA,1506807.0
2020-06-30,santo antônio do içá,AM,1303700.0
2020-06-30,senador josé porfírio,PA,1507805.0
2020-06-30,sento sé,BA,2930204.0
2020-06-30,soure,PA,1507904.0
2020-06-30,são gabriel da cachoeira,AM,1303809.0
2020-06-30,são josé de ribamar,MA,2111201.0
2020-06-30,são josé do norte,RS,4318507.0
2020-06-30,são luís,MA,2111300.0
2020-06-30,são paulo de olivença,AM,1303908.0
2020-06-30,são sebastião da boa vista,PA,1507706.0
2020-06-30,são sebastião do uatumã,AM,1303957.0
2020-06-30,tabatinga,AM,1304062.0
2020-06-30,tapauá,AM,1304104.0
2020-06-30,tefé,AM,1304203.0
2020-06-30,terra santa,PA,1507979.0
2020-06-30,tonantins,AM,1304237.0
2020-06-30,traipu,AL,2709202.0
2020-06-30,tucumã,PA,1508084.0
2020-06-30,tucuruí,PA,1508100.0
2020-06-30,uarini,AM,1304260.0
2020-06-30,urucará,AM,1304302.0
2020-06-30,urucurituba,AM,1304401.0
2020-06-30,vera cruz,BA,2933208.0
2020-06-30,viseu,PA,1508308.0
2020-06-30,vitória do jari,AP,1600808.0
2020-06-30,vitória do xingu,PA,1508357.0
2020-06-30,xique-xique,BA,2933604.0
2020-06-30,óbidos,PA,1505106.0
2020-07-01,abaetetuba,PA,1500107.0
2020-07-01,acará,PA,1500206.0
2020-07-01,afuá,PA,1500305.0
2020-07-01,alcântara,MA,2100204.0
2020-07-01,alenquer,PA,1500404.0
2020-07-01,almeirim,PA,1500503.0
2020-07-01,altamira,PA,1500602.0
2020-07-01,alvarães,AM,1300029.0
2020-07-01,amaturá,AM,1300060.0
2020-07-01,anajás,PA,1500701.0
2020-07-01,anamã,AM,1300086.0
2020-07-01,angra dos reis,RJ,3300100.0
2020-07-01,anori,AM,1300102.0
2020-07-01,areia branca,RN,2401107.0
2020-07-01,autazes,AM,1300300.0
2020-07-01,aveiro,PA,1501006.0
2020-07-01,bagre,PA,1501105.0
2020-07-01,baião,PA,1501204.0
2020-07-01,barcarena,PA,1501303.0
2020-07-01,barcelos,AM,1300409.0
2020-07-01,barreirinha,AM,1300508.0
2020-07-01,belém,PA,1501402.0
2020-07-01,benjamin constant,AM,1300607.0
2020-07-01,beruri,AM,1300631.0
2020-07-01,boa vista do ramos,AM,1300680.0
2020-07-01,borba,AM,1300805.0
2020-07-01,brejo grande,SE,2800704.0
2020-07-01,breves,PA,1501808.0
2020-07-01,caapiranga,AM,1300839.0
2020-07-01,cachoeira do arari,PA,1502004.0
2020-07-01,cametá,PA,1502103.0
2020-07-01,canutama,AM,1300904.0
2020-07-01,carauari,AM,1301001.0
2020-07-01,careiro da várzea,AM,1301159.0
2020-07-01,carutapera,MA,2102903.0
2020-07-01,chaves,PA,1502509.0
2020-07-01,coari,AM,1301209.0
2020-07-01,codajás,AM,1301308.0
2020-07-01,cruzeiro do sul,AC,1200203.0
2020-07-01,curralinho,PA,1502806.0
2020-07-01,curuá,PA,1502855.0
2020-07-01,faro,PA,1503002.0
2020-07-01,fonte boa,AM,1301605.0
2020-07-01,gararu,SE,2802403.0
2020-07-01,grossos,RN,2404408.0
2020-07-01,guaraqueçaba,PR,4109500.0
2020-07-01,gurupá,PA,1503101.0
2020-07-01,humaitá,AM,1301704.0
2020-07-01,humberto de campos,MA,2105005.0
2020-07-01,icatu,MA,2105104.0
2020-07-01,imaruí,SC,4207205.0
2020-07-01,imperatriz,MA,2105302.0
2020-07-01,ipixuna,AM,1301803.0
2020-07-01,iranduba,AM,1301852.0
2020-07-01,itacoatiara,AM,1301902.0
2020-07-01,itaguatins,TO,1710706.0
2020-07-01,itaituba,PA,1503606.0
2020-07-01,itaparica,BA,2916104.0
2020-07-01,itapiranga,AM,1302009.0
2020-07-01,itapiranga,SC,4208401.0
2020-07-01,japurá,AM,1302108.0
2020-07-01,juruti,PA,1503903.0
2020-07-01,juruá,AM,1302207.0
2020-07-01,jutaí,AM,1302306.0
2020-07-01,laguna,SC,4209409.0
2020-07-01,laranjal do jari,AP,1600279.0
2020-07-01,limoeiro do ajuru,PA,1504000.0
2020-07-01,lábrea,AM,1302405.0
2020-07-01,macapá,AP,1600303.0
2020-07-01,manacapuru,AM,1302504.0
2020-07-01,manaquiri,AM,1302553.0
2020-07-01,manaus,AM,1302603.0
2020-07-01,mangaratiba,RJ,3302601.0
2020-07-01,manicoré,AM,1302702.0
2020-07-01,marabá,PA,1504208.0
2020-07-01,maraã,AM,1302801.0
2020-07-01,marechal thaumaturgo,AC,1200351.0
2020-07-01,maués,AM,1302900.0
2020-07-01,melgaço,PA,1504505.0
2020-07-01,mocajuba,PA,1504604.0
2020-07-01,monte alegre,PA,1504802.0
2020-07-01,muaná,PA,1504901.0
2020-07-01,nhamundá,AM,1303007.0
2020-07-01,nova olinda do norte,AM,1303106.0
2020-07-01,novo airão,AM,1303205.0
2020-07-01,novo aripuanã,AM,1303304.0
2020-07-01,oeiras do pará,PA,1505205.0
2020-07-01,oriximiná,PA,1505304.0
2020-07-01,paranaguá,PR,4118204.0
2020-07-01,parintins,AM,1303403.0
2020-07-01,penedo,AL,2706703.0
2020-07-01,piaçabuçu,AL,2706802.0
2020-07-01,pilão arcado,BA,2924405.0
2020-07-01,pinheirinho do vale,RS,4314498.0
2020-07-01,ponta de pedras,PA,1505700.0
2020-07-01,portel,PA,1505809.0
2020-07-01,porto real do colégio,AL,2707503.0
2020-07-01,porto velho,RO,1100205.0
2020-07-01,porto walter,AC,1200393.0
2020-07-01,porto de moz,PA,1505908.0
2020-07-01,prainha,PA,1506005.0
2020-07-01,primeira cruz,MA,2109403.0
2020-07-01,propriá,SE,2805703.0
2020-07-01,remanso,BA,2926004.0
2020-07-01,rio grande,RS,4315602.0
2020-07-01,salvador,BA,2927408.0
2020-07-01,salvaterra,PA,1506302.0
2020-07-01,santa cruz do arari,PA,1506401.0
2020-07-01,santa isabel do rio negro,AM,1303601.0
2020-07-01,santana do são francisco,SE,2806404.0
2020-07-01,santana,AP,1600600.0
2020-07-01,santarém,PA,1506807.0
2020-07-01,santo antônio do içá,AM,1303700.0
2020-07-01,senador josé porfírio,PA,1507805.0
2020-07-01,sento sé,BA,2930204.0
2020-07-01,soure,PA,1507904.0
2020-07-01,são gabriel da cachoeira,AM,1303809.0
2020-07-01,são josé de ribamar,MA,2111201.0
2020-07-01,são josé do norte,RS,4318507.0
2020-07-01,são luís,MA,2111300.0
2020-07-01,são paulo de olivença,AM,1303908.0
2020-07-01,são sebastião da boa vista,PA,1507706.0
2020-07-01,são sebastião do uatumã,AM,1303957.0
2020-07-01,tabatinga,AM,1304062.0
2020-07-01,tapauá,AM,1304104.0
2020-07-01,tefé,AM,1304203.0
2020-07-01,terra santa,PA,1507979.0
2020-07-01,tonantins,AM,1304237.0
2020-07-01,traipu,AL,2709202.0
2020-07-01,tucumã,PA,1508084.0
2020-07-01,tucuruí,PA,1508100.0
2020-07-01,uarini,AM,1304260.0
2020-07-01,urucará,AM,1304302.0
2020-07-01,urucurituba,AM,1304401.0
2020-07-01,vera cruz,BA,2933208.0
2020-07-01,viseu,PA,1508308.0
2020-07-01,vitória do jari,AP,1600808.0
2020-07-01,vitória do xingu,PA,1508357.0
2020-07-01,xique-xique,BA,2933604.0
2020-07-01,óbidos,PA,1505106.0
2020-07-02,abaetetuba,PA,1500107.0
2020-07-02,acará,PA,1500206.0
2020-07-02,afuá,PA,1500305.0
2020-07-02,alcântara,MA,2100204.0
2020-07-02,alenquer,PA,1500404.0
2020-07-02,almeirim,PA,1500503.0
2020-07-02,altamira,PA,1500602.0
2020-07-02,alvarães,AM,1300029.0
2020-07-02,amaturá,AM,1300060.0
2020-07-02,anajás,PA,1500701.0
2020-07-02,anamã,AM,1300086.0
2020-07-02,angra dos reis,RJ,3300100.0
2020-07-02,anori,AM,1300102.0
2020-07-02,areia branca,RN,2401107.0
2020-07-02,autazes,AM,1300300.0
2020-07-02,aveiro,PA,1501006.0
2020-07-02,bagre,PA,1501105.0
2020-07-02,baião,PA,1501204.0
2020-07-02,barcarena,PA,1501303.0
2020-07-02,barcelos,AM,1300409.0
2020-07-02,barreirinha,AM,1300508.0
2020-07-02,belém,PA,1501402.0
2020-07-02,benjamin constant,AM,1300607.0
2020-07-02,beruri,AM,1300631.0
2020-07-02,boa vista do ramos,AM,1300680.0
2020-07-02,borba,AM,1300805.0
2020-07-02,brejo grande,SE,2800704.0
2020-07-02,breves,PA,1501808.0
2020-07-02,caapiranga,AM,1300839.0
2020-07-02,cachoeira do arari,PA,1502004.0
2020-07-02,cametá,PA,1502103.0
2020-07-02,canutama,AM,1300904.0
2020-07-02,carauari,AM,1301001.0
2020-07-02,careiro da várzea,AM,1301159.0
2020-07-02,carutapera,MA,2102903.0
2020-07-02,chaves,PA,1502509.0
2020-07-02,coari,AM,1301209.0
2020-07-02,codajás,AM,1301308.0
2020-07-02,cruzeiro do sul,AC,1200203.0
2020-07-02,curralinho,PA,1502806.0
2020-07-02,curuá,PA,1502855.0
2020-07-02,faro,PA,1503002.0
2020-07-02,fonte boa,AM,1301605.0
2020-07-02,gararu,SE,2802403.0
2020-07-02,grossos,RN,2404408.0
2020-07-02,guaraqueçaba,PR,4109500.0
2020-07-02,gurupá,PA,1503101.0
2020-07-02,humaitá,AM,1301704.0
2020-07-02,humberto de campos,MA,2105005.0
2020-07-02,icatu,MA,2105104.0
2020-07-02,imaruí,SC,4207205.0
2020-07-02,imperatriz,MA,2105302.0
2020-07-02,ipixuna,AM,1301803.0
2020-07-02,iranduba,AM,1301852.0
2020-07-02,itacoatiara,AM,1301902.0
2020-07-02,itaguatins,TO,1710706.0
2020-07-02,itaituba,PA,1503606.0
2020-07-02,itaparica,BA,2916104.0
2020-07-02,itapiranga,AM,1302009.0
2020-07-02,itapiranga,SC,4208401.0
2020-07-02,japurá,AM,1302108.0
2020-07-02,juruti,PA,1503903.0
2020-07-02,juruá,AM,1302207.0
2020-07-02,jutaí,AM,1302306.0
2020-07-02,laguna,SC,4209409.0
2020-07-02,laranjal do jari,AP,1600279.0
2020-07-02,limoeiro do ajuru,PA,1504000.0
2020-07-02,lábrea,AM,1302405.0
2020-07-02,macapá,AP,1600303.0
2020-07-02,manacapuru,AM,1302504.0
2020-07-02,manaquiri,AM,1302553.0
2020-07-02,manaus,AM,1302603.0
2020-07-02,mangaratiba,RJ,3302601.0
2020-07-02,manicoré,AM,1302702.0
2020-07-02,marabá,PA,1504208.0
2020-07-02,maraã,AM,1302801.0
2020-07-02,marechal thaumaturgo,AC,1200351.0
2020-07-02,maués,AM,1302900.0
2020-07-02,melgaço,PA,1504505.0
2020-07-02,mocajuba,PA,1504604.0
2020-07-02,monte alegre,PA,1504802.0
2020-07-02,muaná,PA,1504901.0
2020-07-02,nhamundá,AM,1303007.0
2020-07-02,nova olinda do norte,AM,1303106.0
2020-07-02,novo airão,AM,1303205.0
2020-07-02,novo aripuanã,AM,1303304.0
2020-07-02,oeiras do pará,PA,1505205.0
2020-07-02,oriximiná,PA,1505304.0
2020-07-02,paranaguá,PR,4118204.0
2020-07-02,parintins,AM,1303403.0
2020-07-02,penedo,AL,2706703.0
2020-07-02,piaçabuçu,AL,2706802.0
2020-07-02,pilão arcado,BA,2924405.0
2020-07-02,pinheirinho do vale,RS,4314498.0
2020-07-02,ponta de pedras,PA,1505700.0
2020-07-02,portel,PA,1505809.0
2020-07-02,porto real do colégio,AL,2707503.0
2020-07-02,porto velho,RO,1100205.0
2020-07-02,porto walter,AC,1200393.0
2020-07-02,porto de moz,PA,1505908.0
2020-07-02,prainha,PA,1506005.0
2020-07-02,primeira cruz,MA,2109403.0
2020-07-02,propriá,SE,2805703.0
2020-07-02,remanso,BA,2926004.0
2020-07-02,rio grande,RS,4315602.0
2020-07-02,salvador,BA,2927408.0
2020-07-02,salvaterra,PA,1506302.0
2020-07-02,santa cruz do arari,PA,1506401.0
2020-07-02,santa isabel do rio negro,AM,1303601.0
2020-07-02,santana do são francisco,SE,2806404.0
2020-07-02,santana,AP,1600600.0
2020-07-02,santarém,PA,1506807.0
2020-07-02,santo antônio do içá,AM,1303700.0
2020-07-02,senador josé porfírio,PA,1507805.0
2020-07-02,sento sé,BA,2930204.0
2020-07-02,soure,PA,1507904.0
2020-07-02,são gabriel da cachoeira,AM,1303809.0
2020-07-02,são josé de ribamar,MA,2111201.0
2020-07-02,são josé do norte,RS,4318507.0
2020-07-02,são luís,MA,2111300.0
2020-07-02,são paulo de olivença,AM,1303908.0
2020-07-02,são sebastião da boa vista,PA,1507706.0
2020-07-02,são sebastião do uatumã,AM,1303957.0
2020-07-02,tabatinga,AM,1304062.0
2020-07-02,tapauá,AM,1304104.0
2020-07-02,tefé,AM,1304203.0
2020-07-02,terra santa,PA,1507979.0
2020-07-02,tonantins,AM,1304237.0
2020-07-02,traipu,AL,2709202.0
2020-07-02,tucumã,PA,1508084.0
2020-07-02,tucuruí,PA,1508100.0
2020-07-02,uarini,AM,1304260.0
2020-07-02,urucará,AM,1304302.0
2020-07-02,urucurituba,AM,1304401.0
2020-07-02,vera cruz,BA,2933208.0
2020-07-02,viseu,PA,1508308.0
2020-07-02,vitória do jari,AP,1600808.0
2020-07-02,vitória do xingu,PA,1508357.0
2020-07-02,xique-xique,BA,2933604.0
2020-07-02,óbidos,PA,1505106.0
2020-07-03,abaetetuba,PA,1500107.0
2020-07-03,acará,PA,1500206.0
2020-07-03,afuá,PA,1500305.0
2020-07-03,alcântara,MA,2100204.0
2020-07-03,alenquer,PA,1500404.0
2020-07-03,almeirim,PA,1500503.0
2020-07-03,altamira,PA,1500602.0
2020-07-03,alvarães,AM,1300029.0
2020-07-03,amaturá,AM,1300060.0
2020-07-03,anajás,PA,1500701.0
2020-07-03,anamã,AM,1300086.0
2020-07-03,angra dos reis,RJ,3300100.0
2020-07-03,anori,AM,1300102.0
2020-07-03,areia branca,RN,2401107.0
2020-07-03,autazes,AM,1300300.0
2020-07-03,aveiro,PA,1501006.0
2020-07-03,bagre,PA,1501105.0
2020-07-03,baião,PA,1501204.0
2020-07-03,barcarena,PA,1501303.0
2020-07-03,barcelos,AM,1300409.0
2020-07-03,barreirinha,AM,1300508.0
2020-07-03,belém,PA,1501402.0
2020-07-03,benjamin constant,AM,1300607.0
2020-07-03,beruri,AM,1300631.0
2020-07-03,boa vista do ramos,AM,1300680.0
2020-07-03,borba,AM,1300805.0
2020-07-03,brejo grande,SE,2800704.0
2020-07-03,breves,PA,1501808.0
2020-07-03,caapiranga,AM,1300839.0
2020-07-03,cachoeira do arari,PA,1502004.0
2020-07-03,cametá,PA,1502103.0
2020-07-03,canutama,AM,1300904.0
2020-07-03,carauari,AM,1301001.0
2020-07-03,careiro da várzea,AM,1301159.0
2020-07-03,carutapera,MA,2102903.0
2020-07-03,chaves,PA,1502509.0
2020-07-03,coari,AM,1301209.0
2020-07-03,codajás,AM,1301308.0
2020-07-03,cruzeiro do sul,AC,1200203.0
2020-07-03,curralinho,PA,1502806.0
2020-07-03,curuá,PA,1502855.0
2020-07-03,faro,PA,1503002.0
2020-07-03,fonte boa,AM,1301605.0
2020-07-03,gararu,SE,2802403.0
2020-07-03,grossos,RN,2404408.0
2020-07-03,guaraqueçaba,PR,4109500.0
2020-07-03,gurupá,PA,1503101.0
2020-07-03,humaitá,AM,1301704.0
2020-07-03,humberto de campos,MA,2105005.0
2020-07-03,icatu,MA,2105104.0
2020-07-03,imaruí,SC,4207205.0
2020-07-03,imperatriz,MA,2105302.0
2020-07-03,ipixuna,AM,1301803.0
2020-07-03,iranduba,AM,1301852.0
2020-07-03,itacoatiara,AM,1301902.0
2020-07-03,itaguatins,TO,1710706.0
2020-07-03,itaituba,PA,1503606.0
2020-07-03,itaparica,BA,2916104.0
2020-07-03,itapiranga,AM,1302009.0
2020-07-03,itapiranga,SC,4208401.0
2020-07-03,japurá,AM,1302108.0
2020-07-03,juruti,PA,1503903.0
2020-07-03,juruá,AM,1302207.0
2020-07-03,jutaí,AM,1302306.0
2020-07-03,laguna,SC,4209409.0
2020-07-03,laranjal do jari,AP,1600279.0
2020-07-03,limoeiro do ajuru,PA,1504000.0
2020-07-03,lábrea,AM,1302405.0
2020-07-03,macapá,AP,1600303.0
2020-07-03,manacapuru,AM,1302504.0
2020-07-03,manaquiri,AM,1302553.0
2020-07-03,manaus,AM,1302603.0
2020-07-03,mangaratiba,RJ,3302601.0
2020-07-03,manicoré,AM,1302702.0
2020-07-03,marabá,PA,1504208.0
2020-07-03,maraã,AM,1302801.0
2020-07-03,marechal thaumaturgo,AC,1200351.0
2020-07-03,maués,AM,1302900.0
2020-07-03,melgaço,PA,1504505.0
2020-07-03,mocajuba,PA,1504604.0
2020-07-03,monte alegre,PA,1504802.0
2020-07-03,muaná,PA,1504901.0
2020-07-03,nhamundá,AM,1303007.0
2020-07-03,nova olinda do norte,AM,1303106.0
2020-07-03,novo airão,AM,1303205.0
2020-07-03,novo aripuanã,AM,1303304.0
2020-07-03,oeiras do pará,PA,1505205.0
2020-07-03,oriximiná,PA,1505304.0
2020-07-03,paranaguá,PR,4118204.0
2020-07-03,parintins,AM,1303403.0
2020-07-03,penedo,AL,2706703.0
2020-07-03,piaçabuçu,AL,2706802.0
2020-07-03,pilão arcado,BA,2924405.0
2020-07-03,pinheirinho do vale,RS,4314498.0
2020-07-03,ponta de pedras,PA,1505700.0
2020-07-03,portel,PA,1505809.0
2020-07-03,porto real do colégio,AL,2707503.0
2020-07-03,porto velho,RO,1100205.0
2020-07-03,porto walter,AC,1200393.0
2020-07-03,porto de moz,PA,1505908.0
2020-07-03,prainha,PA,1506005.0
2020-07-03,primeira cruz,MA,2109403.0
2020-07-03,propriá,SE,2805703.0
2020-07-03,remanso,BA,2926004.0
2020-07-03,rio grande,RS,4315602.0
2020-07-03,salvador,BA,2927408.0
2020-07-03,salvaterra,PA,1506302.0
2020-07-03,santa cruz do arari,PA,1506401.0
2020-07-03,santa isabel do rio negro,AM,1303601.0
2020-07-03,santana do são francisco,SE,2806404.0
2020-07-03,santana,AP,1600600.0
2020-07-03,santarém,PA,1506807.0
2020-07-03,santo antônio do içá,AM,1303700.0
2020-07-03,senador josé porfírio,PA,1507805.0
2020-07-03,sento sé,BA,2930204.0
2020-07-03,soure,PA,1507904.0
2020-07-03,são gabriel da cachoeira,AM,1303809.0
2020-07-03,são josé de ribamar,MA,2111201.0
2020-07-03,são josé do norte,RS,4318507.0
2020-07-03,são luís,MA,2111300.0
2020-07-03,são paulo de olivença,AM,1303908.0
2020-07-03,são sebastião da boa vista,PA,1507706.0
2020-07-03,são sebastião do uatumã,AM,1303957.0
2020-07-03,tabatinga,AM,1304062.0
2020-07-03,tapauá,AM,1304104.0
2020-07-03,tefé,AM,1304203.0
2020-07-03,terra santa,PA,1507979.0
2020-07-03,tonantins,AM,1304237.0
2020-07-03,traipu,AL,2709202.0
2020-07-03,tucumã,PA,1508084.0
2020-07-03,tucuruí,PA,1508100.0
2020-07-03,uarini,AM,1304260.0
2020-07-03,urucará,AM,1304302.0
2020-07-03,urucurituba,AM,1304401.0
2020-07-03,vera cruz,BA,2933208.0
2020-07-03,viseu,PA,1508308.0
2020-07-03,vitória do jari,AP,1600808.0
2020-07-03,vitória do xingu,PA,1508357.0
2020-07-03,xique-xique,BA,2933604.0
2020-07-03,óbidos,PA,1505106.0
2020-07-04,abaetetuba,PA,1500107.0
2020-07-04,acará,PA,1500206.0
2020-07-04,afuá,PA,1500305.0
2020-07-04,alcântara,MA,2100204.0
2020-07-04,alenquer,PA,1500404.0
2020-07-04,almeirim,PA,1500503.0
2020-07-04,altamira,PA,1500602.0
2020-07-04,alvarães,AM,1300029.0
2020-07-04,amaturá,AM,1300060.0
2020-07-04,anajás,PA,1500701.0
2020-07-04,anamã,AM,1300086.0
2020-07-04,angra dos reis,RJ,3300100.0
2020-07-04,anori,AM,1300102.0
2020-07-04,areia branca,RN,2401107.0
2020-07-04,autazes,AM,1300300.0
2020-07-04,aveiro,PA,1501006.0
2020-07-04,bagre,PA,1501105.0
2020-07-04,baião,PA,1501204.0
2020-07-04,barcarena,PA,1501303.0
2020-07-04,barcelos,AM,1300409.0
2020-07-04,barreirinha,AM,1300508.0
2020-07-04,belém,PA,1501402.0
2020-07-04,benjamin constant,AM,1300607.0
2020-07-04,beruri,AM,1300631.0
2020-07-04,boa vista do ramos,AM,1300680.0
2020-07-04,borba,AM,1300805.0
2020-07-04,brejo grande,SE,2800704.0
2020-07-04,breves,PA,1501808.0
2020-07-04,caapiranga,AM,1300839.0
2020-07-04,cachoeira do arari,PA,1502004.0
2020-07-04,cametá,PA,1502103.0
2020-07-04,canutama,AM,1300904.0
2020-07-04,carauari,AM,1301001.0
2020-07-04,careiro da várzea,AM,1301159.0
2020-07-04,carutapera,MA,2102903.0
2020-07-04,chaves,PA,1502509.0
2020-07-04,coari,AM,1301209.0
2020-07-04,codajás,AM,1301308.0
2020-07-04,cruzeiro do sul,AC,1200203.0
2020-07-04,curralinho,PA,1502806.0
2020-07-04,curuá,PA,1502855.0
2020-07-04,faro,PA,1503002.0
2020-07-04,fonte boa,AM,1301605.0
2020-07-04,gararu,SE,2802403.0
2020-07-04,grossos,RN,2404408.0
2020-07-04,guaraqueçaba,PR,4109500.0
2020-07-04,gurupá,PA,1503101.0
2020-07-04,humaitá,AM,1301704.0
2020-07-04,humberto de campos,MA,2105005.0
2020-07-04,icatu,MA,2105104.0
2020-07-04,imaruí,SC,4207205.0
2020-07-04,imperatriz,MA,2105302.0
2020-07-04,ipixuna,AM,1301803.0
2020-07-04,iranduba,AM,1301852.0
2020-07-04,itacoatiara,AM,1301902.0
2020-07-04,itaguatins,TO,1710706.0
2020-07-04,itaituba,PA,1503606.0
2020-07-04,itaparica,BA,2916104.0
2020-07-04,itapiranga,AM,1302009.0
2020-07-04,itapiranga,SC,4208401.0
2020-07-04,japurá,AM,1302108.0
2020-07-04,juruti,PA,1503903.0
2020-07-04,juruá,AM,1302207.0
2020-07-04,jutaí,AM,1302306.0
2020-07-04,laguna,SC,4209409.0
2020-07-04,laranjal do jari,AP,1600279.0
2020-07-04,limoeiro do ajuru,PA,1504000.0
2020-07-04,lábrea,AM,1302405.0
2020-07-04,macapá,AP,1600303.0
2020-07-04,manacapuru,AM,1302504.0
2020-07-04,manaquiri,AM,1302553.0
2020-07-04,manaus,AM,1302603.0
2020-07-04,mangaratiba,RJ,3302601.0
2020-07-04,manicoré,AM,1302702.0
2020-07-04,marabá,PA,1504208.0
2020-07-04,maraã,AM,1302801.0
2020-07-04,marechal thaumaturgo,AC,1200351.0
2020-07-04,maués,AM,1302900.0
2020-07-04,melgaço,PA,1504505.0
2020-07-04,mocajuba,PA,1504604.0
2020-07-04,monte alegre,PA,1504802.0
2020-07-04,muaná,PA,1504901.0
2020-07-04,nhamundá,AM,1303007.0
2020-07-04,nova olinda do norte,AM,1303106.0
2020-07-04,novo airão,AM,1303205.0
2020-07-04,novo aripuanã,AM,1303304.0
2020-07-04,oeiras do pará,PA,1505205.0
2020-07-04,oriximiná,PA,1505304.0
2020-07-04,paranaguá,PR,4118204.0
2020-07-04,parintins,AM,1303403.0
2020-07-04,penedo,AL,2706703.0
2020-07-04,piaçabuçu,AL,2706802.0
2020-07-04,pilão arcado,BA,2924405.0
2020-07-04,pinheirinho do vale,RS,4314498.0
2020-07-04,ponta de pedras,PA,1505700.0
2020-07-04,portel,PA,1505809.0
2020-07-04,porto real do colégio,AL,2707503.0
2020-07-04,porto velho,RO,1100205.0
2020-07-04,porto walter,AC,1200393.0
2020-07-04,porto de moz,PA,1505908.0
2020-07-04,prainha,PA,1506005.0
2020-07-04,primeira cruz,MA,2109403.0
2020-07-04,propriá,SE,2805703.0
2020-07-04,remanso,BA,2926004.0
2020-07-04,rio grande,RS,4315602.0
2020-07-04,salvador,BA,2927408.0
2020-07-04,salvaterra,PA,1506302.0
2020-07-04,santa cruz do arari,PA,1506401.0
2020-07-04,santa isabel do rio negro,AM,1303601.0
2020-07-04,santana do são francisco,SE,2806404.0
