Datas,Cidades,Estados,Geocode,UTP
2020-10-17,belo horizonte,MG,3106200.0,42.0
2020-10-17,belém,PA,1501402.0,41.0
2020-10-17,boa vista,RR,1400100.0,47.0
2020-10-17,bonito,PA,1501600.0,414.0
2020-10-17,brasília,DF,5300108.0,53.0
2020-10-17,cabo frio,RJ,3300704.0,56.0
2020-10-17,cacoal,RO,1100049.0,430.0
2020-10-17,caldas novas,GO,5204508.0,62.0
2020-10-17,campina grande,PB,2504009.0,65.0
2020-10-17,campo grande,AL,2701506.0,67.0
2020-10-17,cascavel,CE,2303501.0,79.0
2020-10-17,caxias do sul,RS,4305108.0,84.0
2020-10-17,chapecó,SC,4204202.0,88.0
2020-10-17,conceição do almeida,BA,2908309.0,93.0
2020-10-17,corumbá,MS,5003207.0,138.0
2020-10-17,cruzeiro do sul,AC,1200203.0,492.0
2020-10-17,cuiabá,MT,5103403.0,98.0
2020-10-17,curitiba,PR,4106902.0,100.0
2020-10-17,dourados,MS,5003702.0,103.0
2020-10-17,feira de santana,BA,2910800.0,107.0
2020-10-17,fernando de noronha,PE,2605459.0,508.0
2020-10-17,florianópolis,SC,4205407.0,110.0
2020-10-17,fortaleza,CE,2304400.0,111.0
2020-10-17,foz do iguaçu,PR,4108304.0,140.0
2020-10-17,goiânia,GO,5208707.0,117.0
2020-10-17,guarapuava,PR,4109401.0,121.0
2020-10-17,ilhéus,BA,2913606.0,126.0
2020-10-17,imperatriz,MA,2105302.0,128.0
2020-10-17,itaituba,PA,1503606.0,541.0
2020-10-17,itajaí,SC,4208203.0,160.0
2020-10-17,jaguaruna,SC,4208807.0,551.0
2020-10-17,ji-paraná,RO,1100122.0,182.0
2020-10-17,jijoca de jericoacoara,CE,2307254.0,557.0
2020-10-17,joinville,SC,4209102.0,186.0
2020-10-17,joão pessoa,PB,2507507.0,185.0
2020-10-17,juazeiro do norte,CE,2307304.0,187.0
2020-10-17,juiz de fora,MG,3136702.0,189.0
2020-10-17,lages,SC,4209300.0,191.0
2020-10-17,lençóis,BA,2919306.0,569.0
2020-10-17,londrina,PR,4113700.0,199.0
2020-10-17,lábrea,AM,1302405.0,567.0
2020-10-17,macapá,AP,1600303.0,202.0
2020-10-17,macaé,RJ,3302403.0,201.0
2020-10-17,maceió,AL,2704302.0,203.0
2020-10-17,manaus,AM,1302603.0,206.0
2020-10-17,marabá,PA,1504208.0,208.0
2020-10-17,maringá,PR,4115200.0,211.0
2020-10-17,montes claros,MG,3143302.0,218.0
2020-10-17,mossoró,RN,2408003.0,220.0
2020-10-17,natal,RN,2408102.0,222.0
2020-10-17,oriximiná,PA,1505304.0,618.0
2020-10-17,palmas,TO,1721000.0,231.0
2020-10-17,parauapebas,PA,1505536.0,237.0
2020-10-17,parintins,AM,1303403.0,238.0
2020-10-17,parnaíba,PI,2207702.0,239.0
2020-10-17,passo fundo,RS,4314100.0,240.0
2020-10-17,patos,PB,2510808.0,244.0
2020-10-17,paulo afonso,BA,2924009.0,246.0
2020-10-17,petrolina,PE,2611101.0,253.0
2020-10-17,ponta grossa,PR,4119905.0,264.0
2020-10-17,porto alegre,RS,4314902.0,267.0
2020-10-17,porto seguro,BA,2925303.0,268.0
2020-10-17,porto velho,RO,1100205.0,269.0
2020-10-17,presidente prudente,SP,3541406.0,274.0
2020-10-17,recife,PE,2611606.0,278.0
2020-10-17,ribeirão preto,SP,3543402.0,281.0
2020-10-17,rio branco,AC,1200401.0,282.0
2020-10-17,rio verde,GO,5218805.0,287.0
2020-10-17,rio de janeiro,RJ,3304557.0,284.0
2020-10-17,rondonópolis,MT,5107602.0,289.0
2020-10-17,salvador,BA,2927408.0,291.0
2020-10-17,santarém,PA,1506807.0,298.0
2020-10-17,serra,ES,3205002.0,363.0
2020-10-17,sinop,MT,5107909.0,324.0
2020-10-17,sorriso,MT,5107925.0,725.0
2020-10-17,são josé do rio preto,SP,3549805.0,311.0
2020-10-17,são josé dos campos,SP,3549904.0,312.0
2020-10-17,são luís,MA,2111300.0,314.0
2020-10-17,são paulo,SP,3550308.0,316.0
2020-10-17,tefé,AM,1304203.0,734.0
2020-10-17,teixeira de freitas,BA,2931350.0,334.0
2020-10-17,teresina,PI,2211001.0,336.0
2020-10-17,três lagoas,MS,5008305.0,344.0
2020-10-17,uberaba,MG,3170107.0,351.0
2020-10-17,uberlândia,MG,3170206.0,352.0
2020-10-17,varginha,MG,3170701.0,358.0
2020-10-17,vilhena,RO,1100304.0,759.0
2020-10-17,vitória da conquista,BA,2933307.0,362.0
2020-10-18,altamira,PA,1500602.0,375.0
2020-10-18,angra dos reis,RJ,3300100.0,767.0
2020-10-18,aracaju,SE,2800308.0,19.0
2020-10-18,aracati,CE,2301109.0,388.0
2020-10-18,araguaína,TO,1702109.0,20.0
2020-10-18,barra do garças,MT,5101803.0,37.0
2020-10-18,barreiras,BA,2903201.0,38.0
2020-10-18,bauru,SP,3506003.0,40.0
2020-10-18,belo horizonte,MG,3106200.0,42.0
2020-10-18,belém,PA,1501402.0,41.0
2020-10-18,boa vista,RR,1400100.0,47.0
2020-10-18,bonito,PA,1501600.0,414.0
2020-10-18,brasília,DF,5300108.0,53.0
2020-10-18,cabo frio,RJ,3300704.0,56.0
2020-10-18,cacoal,RO,1100049.0,430.0
2020-10-18,caldas novas,GO,5204508.0,62.0
2020-10-18,campina grande,PB,2504009.0,65.0
2020-10-18,campo grande,AL,2701506.0,67.0
2020-10-18,cascavel,CE,2303501.0,79.0
2020-10-18,caxias do sul,RS,4305108.0,84.0
2020-10-18,chapecó,SC,4204202.0,88.0
2020-10-18,conceição do almeida,BA,2908309.0,93.0
2020-10-18,corumbá,MS,5003207.0,138.0
2020-10-18,cruzeiro do sul,AC,1200203.0,492.0
2020-10-18,cuiabá,MT,5103403.0,98.0
2020-10-18,curitiba,PR,4106902.0,100.0
2020-10-18,dourados,MS,5003702.0,103.0
2020-10-18,feira de santana,BA,2910800.0,107.0
2020-10-18,fernando de noronha,PE,2605459.0,508.0
2020-10-18,florianópolis,SC,4205407.0,110.0
2020-10-18,fortaleza,CE,2304400.0,111.0
2020-10-18,foz do iguaçu,PR,4108304.0,140.0
2020-10-18,goiânia,GO,5208707.0,117.0
2020-10-18,guarapuava,PR,4109401.0,121.0
2020-10-18,ilhéus,BA,2913606.0,126.0
2020-10-18,imperatriz,MA,2105302.0,128.0
2020-10-18,itaituba,PA,1503606.0,541.0
2020-10-18,itajaí,SC,4208203.0,160.0
2020-10-18,jaguaruna,SC,4208807.0,551.0
2020-10-18,ji-paraná,RO,1100122.0,182.0
2020-10-18,jijoca de jericoacoara,CE,2307254.0,557.0
2020-10-18,joinville,SC,4209102.0,186.0
2020-10-18,joão pessoa,PB,2507507.0,185.0
2020-10-18,juazeiro do norte,CE,2307304.0,187.0
2020-10-18,juiz de fora,MG,3136702.0,189.0
2020-10-18,lages,SC,4209300.0,191.0
2020-10-18,lençóis,BA,2919306.0,569.0
2020-10-18,londrina,PR,4113700.0,199.0
2020-10-18,lábrea,AM,1302405.0,567.0
2020-10-18,macapá,AP,1600303.0,202.0
2020-10-18,macaé,RJ,3302403.0,201.0
2020-10-18,maceió,AL,2704302.0,203.0
2020-10-18,manaus,AM,1302603.0,206.0
2020-10-18,marabá,PA,1504208.0,208.0
2020-10-18,maringá,PR,4115200.0,211.0
2020-10-18,montes claros,MG,3143302.0,218.0
2020-10-18,mossoró,RN,2408003.0,220.0
2020-10-18,natal,RN,2408102.0,222.0
2020-10-18,oriximiná,PA,1505304.0,618.0
2020-10-18,palmas,TO,1721000.0,231.0
2020-10-18,parauapebas,PA,1505536.0,237.0
2020-10-18,parintins,AM,1303403.0,238.0
2020-10-18,parnaíba,PI,2207702.0,239.0
2020-10-18,passo fundo,RS,4314100.0,240.0
2020-10-18,patos,PB,2510808.0,244.0
2020-10-18,paulo afonso,BA,2924009.0,246.0
2020-10-18,petrolina,PE,2611101.0,253.0
2020-10-18,ponta grossa,PR,4119905.0,264.0
2020-10-18,porto alegre,RS,4314902.0,267.0
2020-10-18,porto seguro,BA,2925303.0,268.0
2020-10-18,porto velho,RO,1100205.0,269.0
2020-10-18,presidente prudente,SP,3541406.0,274.0
2020-10-18,recife,PE,2611606.0,278.0
2020-10-18,ribeirão preto,SP,3543402.0,281.0
2020-10-18,rio branco,AC,1200401.0,282.0
2020-10-18,rio verde,GO,5218805.0,287.0
2020-10-18,rio de janeiro,RJ,3304557.0,284.0
2020-10-18,rondonópolis,MT,5107602.0,289.0
2020-10-18,salvador,BA,2927408.0,291.0
2020-10-18,santarém,PA,1506807.0,298.0
2020-10-18,serra,ES,3205002.0,363.0
2020-10-18,sinop,MT,5107909.0,324.0
2020-10-18,sorriso,MT,5107925.0,725.0
2020-10-18,são josé do rio preto,SP,3549805.0,311.0
2020-10-18,são josé dos campos,SP,3549904.0,312.0
2020-10-18,são luís,MA,2111300.0,314.0
2020-10-18,são paulo,SP,3550308.0,316.0
2020-10-18,tefé,AM,1304203.0,734.0
2020-10-18,teixeira de freitas,BA,2931350.0,334.0
2020-10-18,teresina,PI,2211001.0,336.0
2020-10-18,três lagoas,MS,5008305.0,344.0
2020-10-18,uberaba,MG,3170107.0,351.0
2020-10-18,uberlândia,MG,3170206.0,352.0
2020-10-18,varginha,MG,3170701.0,358.0
2020-10-18,vilhena,RO,1100304.0,759.0
2020-10-18,vitória da conquista,BA,2933307.0,362.0
2020-10-19,altamira,PA,1500602.0,375.0
2020-10-19,angra dos reis,RJ,3300100.0,767.0
2020-10-19,aracaju,SE,2800308.0,19.0
2020-10-19,aracati,CE,2301109.0,388.0
2020-10-19,araguaína,TO,1702109.0,20.0
2020-10-19,barra do garças,MT,5101803.0,37.0
2020-10-19,barreiras,BA,2903201.0,38.0
2020-10-19,bauru,SP,3506003.0,40.0
2020-10-19,belo horizonte,MG,3106200.0,42.0
2020-10-19,belém,PA,1501402.0,41.0
2020-10-19,boa vista,RR,1400100.0,47.0
2020-10-19,bonito,PA,1501600.0,414.0
2020-10-19,brasília,DF,5300108.0,53.0
2020-10-19,cabo frio,RJ,3300704.0,56.0
2020-10-19,cacoal,RO,1100049.0,430.0
2020-10-19,caldas novas,GO,5204508.0,62.0
2020-10-19,campina grande,PB,2504009.0,65.0
2020-10-19,campo grande,AL,2701506.0,67.0
2020-10-19,cascavel,CE,2303501.0,79.0
2020-10-19,caxias do sul,RS,4305108.0,84.0
2020-10-19,chapecó,SC,4204202.0,88.0
2020-10-19,conceição do almeida,BA,2908309.0,93.0
2020-10-19,corumbá,MS,5003207.0,138.0
2020-10-19,cruzeiro do sul,AC,1200203.0,492.0
2020-10-19,cuiabá,MT,5103403.0,98.0
2020-10-19,curitiba,PR,4106902.0,100.0
2020-10-19,dourados,MS,5003702.0,103.0
2020-10-19,feira de santana,BA,2910800.0,107.0
2020-10-19,fernando de noronha,PE,2605459.0,508.0
2020-10-19,florianópolis,SC,4205407.0,110.0
2020-10-19,fortaleza,CE,2304400.0,111.0
2020-10-19,foz do iguaçu,PR,4108304.0,140.0
2020-10-19,goiânia,GO,5208707.0,117.0
2020-10-19,guarapuava,PR,4109401.0,121.0
2020-10-19,ilhéus,BA,2913606.0,126.0
2020-10-19,imperatriz,MA,2105302.0,128.0
2020-10-19,itaituba,PA,1503606.0,541.0
2020-10-19,itajaí,SC,4208203.0,160.0
2020-10-19,jaguaruna,SC,4208807.0,551.0
2020-10-19,ji-paraná,RO,1100122.0,182.0
2020-10-19,jijoca de jericoacoara,CE,2307254.0,557.0
2020-10-19,joinville,SC,4209102.0,186.0
2020-10-19,joão pessoa,PB,2507507.0,185.0
2020-10-19,juazeiro do norte,CE,2307304.0,187.0
2020-10-19,juiz de fora,MG,3136702.0,189.0
2020-10-19,lages,SC,4209300.0,191.0
2020-10-19,lençóis,BA,2919306.0,569.0
2020-10-19,londrina,PR,4113700.0,199.0
2020-10-19,lábrea,AM,1302405.0,567.0
2020-10-19,macapá,AP,1600303.0,202.0
2020-10-19,macaé,RJ,3302403.0,201.0
2020-10-19,maceió,AL,2704302.0,203.0
2020-10-19,manaus,AM,1302603.0,206.0
2020-10-19,marabá,PA,1504208.0,208.0
2020-10-19,maringá,PR,4115200.0,211.0
2020-10-19,montes claros,MG,3143302.0,218.0
2020-10-19,mossoró,RN,2408003.0,220.0
2020-10-19,natal,RN,2408102.0,222.0
2020-10-19,oriximiná,PA,1505304.0,618.0
2020-10-19,palmas,TO,1721000.0,231.0
2020-10-19,parauapebas,PA,1505536.0,237.0
2020-10-19,parintins,AM,1303403.0,238.0
2020-10-19,parnaíba,PI,2207702.0,239.0
2020-10-19,passo fundo,RS,4314100.0,240.0
2020-10-19,patos,PB,2510808.0,244.0
2020-10-19,paulo afonso,BA,2924009.0,246.0
2020-10-19,petrolina,PE,2611101.0,253.0
2020-10-19,ponta grossa,PR,4119905.0,264.0
2020-10-19,porto alegre,RS,4314902.0,267.0
2020-10-19,porto seguro,BA,2925303.0,268.0
2020-10-19,porto velho,RO,1100205.0,269.0
2020-10-19,presidente prudente,SP,3541406.0,274.0
2020-10-19,recife,PE,2611606.0,278.0
2020-10-19,ribeirão preto,SP,3543402.0,281.0
2020-10-19,rio branco,AC,1200401.0,282.0
2020-10-19,rio verde,GO,5218805.0,287.0
2020-10-19,rio de janeiro,RJ,3304557.0,284.0
2020-10-19,rondonópolis,MT,5107602.0,289.0
2020-10-19,salvador,BA,2927408.0,291.0
2020-10-19,santarém,PA,1506807.0,298.0
2020-10-19,serra,ES,3205002.0,363.0
2020-10-19,sinop,MT,5107909.0,324.0
2020-10-19,sorriso,MT,5107925.0,725.0
2020-10-19,são josé do rio preto,SP,3549805.0,311.0
2020-10-19,são josé dos campos,SP,3549904.0,312.0
2020-10-19,são luís,MA,2111300.0,314.0
2020-10-19,são paulo,SP,3550308.0,316.0
2020-10-19,tefé,AM,1304203.0,734.0
2020-10-19,teixeira de freitas,BA,2931350.0,334.0
2020-10-19,teresina,PI,2211001.0,336.0
2020-10-19,três lagoas,MS,5008305.0,344.0
2020-10-19,uberaba,MG,3170107.0,351.0
2020-10-19,uberlândia,MG,3170206.0,352.0
2020-10-19,varginha,MG,3170701.0,358.0
2020-10-19,vilhena,RO,1100304.0,759.0
2020-10-19,vitória da conquista,BA,2933307.0,362.0
2020-10-20,altamira,PA,1500602.0,375.0
2020-10-20,angra dos reis,RJ,3300100.0,767.0
2020-10-20,aracaju,SE,2800308.0,19.0
2020-10-20,aracati,CE,2301109.0,388.0
2020-10-20,araguaína,TO,1702109.0,20.0
2020-10-20,barra do garças,MT,5101803.0,37.0
2020-10-20,barreiras,BA,2903201.0,38.0
2020-10-20,bauru,SP,3506003.0,40.0
2020-10-20,belo horizonte,MG,3106200.0,42.0
2020-10-20,belém,PA,1501402.0,41.0
2020-10-20,boa vista,RR,1400100.0,47.0
2020-10-20,bonito,PA,1501600.0,414.0
2020-10-20,brasília,DF,5300108.0,53.0
2020-10-20,cabo frio,RJ,3300704.0,56.0
2020-10-20,cacoal,RO,1100049.0,430.0
2020-10-20,caldas novas,GO,5204508.0,62.0
2020-10-20,campina grande,PB,2504009.0,65.0
2020-10-20,campo grande,AL,2701506.0,67.0
2020-10-20,cascavel,CE,2303501.0,79.0
2020-10-20,caxias do sul,RS,4305108.0,84.0
2020-10-20,chapecó,SC,4204202.0,88.0
2020-10-20,conceição do almeida,BA,2908309.0,93.0
2020-10-20,corumbá,MS,5003207.0,138.0
2020-10-20,cruzeiro do sul,AC,1200203.0,492.0
2020-10-20,cuiabá,MT,5103403.0,98.0
2020-10-20,curitiba,PR,4106902.0,100.0
2020-10-20,dourados,MS,5003702.0,103.0
2020-10-20,feira de santana,BA,2910800.0,107.0
2020-10-20,fernando de noronha,PE,2605459.0,508.0
2020-10-20,florianópolis,SC,4205407.0,110.0
2020-10-20,fortaleza,CE,2304400.0,111.0
2020-10-20,foz do iguaçu,PR,4108304.0,140.0
2020-10-20,goiânia,GO,5208707.0,117.0
2020-10-20,guarapuava,PR,4109401.0,121.0
2020-10-20,ilhéus,BA,2913606.0,126.0
2020-10-20,imperatriz,MA,2105302.0,128.0
2020-10-20,itaituba,PA,1503606.0,541.0
2020-10-20,itajaí,SC,4208203.0,160.0
2020-10-20,jaguaruna,SC,4208807.0,551.0
2020-10-20,ji-paraná,RO,1100122.0,182.0
2020-10-20,jijoca de jericoacoara,CE,2307254.0,557.0
2020-10-20,joinville,SC,4209102.0,186.0
2020-10-20,joão pessoa,PB,2507507.0,185.0
2020-10-20,juazeiro do norte,CE,2307304.0,187.0
2020-10-20,juiz de fora,MG,3136702.0,189.0
2020-10-20,lages,SC,4209300.0,191.0
2020-10-20,lençóis,BA,2919306.0,569.0
2020-10-20,londrina,PR,4113700.0,199.0
2020-10-20,lábrea,AM,1302405.0,567.0
2020-10-20,macapá,AP,1600303.0,202.0
2020-10-20,macaé,RJ,3302403.0,201.0
2020-10-20,maceió,AL,2704302.0,203.0
2020-10-20,manaus,AM,1302603.0,206.0
2020-10-20,marabá,PA,1504208.0,208.0
2020-10-20,maringá,PR,4115200.0,211.0
2020-10-20,montes claros,MG,3143302.0,218.0
2020-10-20,mossoró,RN,2408003.0,220.0
2020-10-20,natal,RN,2408102.0,222.0
2020-10-20,oriximiná,PA,1505304.0,618.0
2020-10-20,palmas,TO,1721000.0,231.0
2020-10-20,parauapebas,PA,1505536.0,237.0
2020-10-20,parintins,AM,1303403.0,238.0
2020-10-20,parnaíba,PI,2207702.0,239.0
2020-10-20,passo fundo,RS,4314100.0,240.0
2020-10-20,patos,PB,2510808.0,244.0
2020-10-20,paulo afonso,BA,2924009.0,246.0
2020-10-20,petrolina,PE,2611101.0,253.0
2020-10-20,ponta grossa,PR,4119905.0,264.0
2020-10-20,porto alegre,RS,4314902.0,267.0
2020-10-20,porto seguro,BA,2925303.0,268.0
2020-10-20,porto velho,RO,1100205.0,269.0
2020-10-20,presidente prudente,SP,3541406.0,274.0
2020-10-20,recife,PE,2611606.0,278.0
2020-10-20,ribeirão preto,SP,3543402.0,281.0
2020-10-20,rio branco,AC,1200401.0,282.0
2020-10-20,rio verde,GO,5218805.0,287.0
2020-10-20,rio de janeiro,RJ,3304557.0,284.0
2020-10-20,rondonópolis,MT,5107602.0,289.0
2020-10-20,salvador,BA,2927408.0,291.0
2020-10-20,santarém,PA,1506807.0,298.0
2020-10-20,serra,ES,3205002.0,363.0
2020-10-20,sinop,MT,5107909.0,324.0
2020-10-20,sorriso,MT,5107925.0,725.0
2020-10-20,são josé do rio preto,SP,3549805.0,311.0
2020-10-20,são josé dos campos,SP,3549904.0,312.0
2020-10-20,são luís,MA,2111300.0,314.0
2020-10-20,são paulo,SP,3550308.0,316.0
2020-10-20,tefé,AM,1304203.0,734.0
2020-10-20,teixeira de freitas,BA,2931350.0,334.0
2020-10-20,teresina,PI,2211001.0,336.0
2020-10-20,três lagoas,MS,5008305.0,344.0
2020-10-20,uberaba,MG,3170107.0,351.0
2020-10-20,uberlândia,MG,3170206.0,352.0
2020-10-20,varginha,MG,3170701.0,358.0
2020-10-20,vilhena,RO,1100304.0,759.0
2020-10-20,vitória da conquista,BA,2933307.0,362.0
2020-10-21,altamira,PA,1500602.0,375.0
2020-10-21,angra dos reis,RJ,3300100.0,767.0
2020-10-21,aracaju,SE,2800308.0,19.0
2020-10-21,aracati,CE,2301109.0,388.0
2020-10-21,araguaína,TO,1702109.0,20.0
2020-10-21,barra do garças,MT,5101803.0,37.0
2020-10-21,barreiras,BA,2903201.0,38.0
2020-10-21,bauru,SP,3506003.0,40.0
2020-10-21,belo horizonte,MG,3106200.0,42.0
2020-10-21,belém,PA,1501402.0,41.0
2020-10-21,boa vista,RR,1400100.0,47.0
2020-10-21,bonito,PA,1501600.0,414.0
2020-10-21,brasília,DF,5300108.0,53.0
2020-10-21,cabo frio,RJ,3300704.0,56.0
2020-10-21,cacoal,RO,1100049.0,430.0
2020-10-21,caldas novas,GO,5204508.0,62.0
2020-10-21,campina grande,PB,2504009.0,65.0
2020-10-21,campo grande,AL,2701506.0,67.0
2020-10-21,cascavel,CE,2303501.0,79.0
2020-10-21,caxias do sul,RS,4305108.0,84.0
2020-10-21,chapecó,SC,4204202.0,88.0
2020-10-21,conceição do almeida,BA,2908309.0,93.0
2020-10-21,corumbá,MS,5003207.0,138.0
2020-10-21,cruzeiro do sul,AC,1200203.0,492.0
2020-10-21,cuiabá,MT,5103403.0,98.0
2020-10-21,curitiba,PR,4106902.0,100.0
2020-10-21,dourados,MS,5003702.0,103.0
2020-10-21,feira de santana,BA,2910800.0,107.0
2020-10-21,fernando de noronha,PE,2605459.0,508.0
2020-10-21,florianópolis,SC,4205407.0,110.0
2020-10-21,fortaleza,CE,2304400.0,111.0
2020-10-21,foz do iguaçu,PR,4108304.0,140.0
2020-10-21,goiânia,GO,5208707.0,117.0
2020-10-21,guarapuava,PR,4109401.0,121.0
2020-10-21,ilhéus,BA,2913606.0,126.0
2020-10-21,imperatriz,MA,2105302.0,128.0
2020-10-21,itaituba,PA,1503606.0,541.0
2020-10-21,itajaí,SC,4208203.0,160.0
2020-10-21,jaguaruna,SC,4208807.0,551.0
2020-10-21,ji-paraná,RO,1100122.0,182.0
2020-10-21,jijoca de jericoacoara,CE,2307254.0,557.0
2020-10-21,joinville,SC,4209102.0,186.0
2020-10-21,joão pessoa,PB,2507507.0,185.0
2020-10-21,juazeiro do norte,CE,2307304.0,187.0
2020-10-21,juiz de fora,MG,3136702.0,189.0
2020-10-21,lages,SC,4209300.0,191.0
2020-10-21,lençóis,BA,2919306.0,569.0
2020-10-21,londrina,PR,4113700.0,199.0
2020-10-21,lábrea,AM,1302405.0,567.0
2020-10-21,macapá,AP,1600303.0,202.0
2020-10-21,macaé,RJ,3302403.0,201.0
2020-10-21,maceió,AL,2704302.0,203.0
2020-10-21,manaus,AM,1302603.0,206.0
2020-10-21,marabá,PA,1504208.0,208.0
2020-10-21,maringá,PR,4115200.0,211.0
2020-10-21,montes claros,MG,3143302.0,218.0
2020-10-21,mossoró,RN,2408003.0,220.0
2020-10-21,natal,RN,2408102.0,222.0
2020-10-21,oriximiná,PA,1505304.0,618.0
2020-10-21,palmas,TO,1721000.0,231.0
2020-10-21,parauapebas,PA,1505536.0,237.0
2020-10-21,parintins,AM,1303403.0,238.0
2020-10-21,parnaíba,PI,2207702.0,239.0
2020-10-21,passo fundo,RS,4314100.0,240.0
2020-10-21,patos,PB,2510808.0,244.0
2020-10-21,paulo afonso,BA,2924009.0,246.0
2020-10-21,petrolina,PE,2611101.0,253.0
2020-10-21,ponta grossa,PR,4119905.0,264.0
2020-10-21,porto alegre,RS,4314902.0,267.0
2020-10-21,porto seguro,BA,2925303.0,268.0
2020-10-21,porto velho,RO,1100205.0,269.0
2020-10-21,presidente prudente,SP,3541406.0,274.0
2020-10-21,recife,PE,2611606.0,278.0
2020-10-21,ribeirão preto,SP,3543402.0,281.0
2020-10-21,rio branco,AC,1200401.0,282.0
2020-10-21,rio verde,GO,5218805.0,287.0
2020-10-21,rio de janeiro,RJ,3304557.0,284.0
2020-10-21,rondonópolis,MT,5107602.0,289.0
2020-10-21,salvador,BA,2927408.0,291.0
2020-10-21,santarém,PA,1506807.0,298.0
2020-10-21,serra,ES,3205002.0,363.0
2020-10-21,sinop,MT,5107909.0,324.0
2020-10-21,sorriso,MT,5107925.0,725.0
2020-10-21,são josé do rio preto,SP,3549805.0,311.0
2020-10-21,são josé dos campos,SP,3549904.0,312.0
2020-10-21,são luís,MA,2111300.0,314.0
2020-10-21,são paulo,SP,3550308.0,316.0
2020-10-21,tefé,AM,1304203.0,734.0
2020-10-21,teixeira de freitas,BA,2931350.0,334.0
2020-10-21,teresina,PI,2211001.0,336.0
2020-10-21,três lagoas,MS,5008305.0,344.0
2020-10-21,uberaba,MG,3170107.0,351.0
2020-10-21,uberlândia,MG,3170206.0,352.0
2020-10-21,varginha,MG,3170701.0,358.0
2020-10-21,vilhena,RO,1100304.0,759.0
2020-10-21,vitória da conquista,BA,2933307.0,362.0
2020-10-22,altamira,PA,1500602.0,375.0
2020-10-22,angra dos reis,RJ,3300100.0,767.0
2020-10-22,aracaju,SE,2800308.0,19.0
2020-10-22,aracati,CE,2301109.0,388.0
2020-10-22,araguaína,TO,1702109.0,20.0
2020-10-22,barra do garças,MT,5101803.0,37.0
2020-10-22,barreiras,BA,2903201.0,38.0
2020-10-22,bauru,SP,3506003.0,40.0
2020-10-22,belo horizonte,MG,3106200.0,42.0
2020-10-22,belém,PA,1501402.0,41.0
2020-10-22,boa vista,RR,1400100.0,47.0
2020-10-22,bonito,PA,1501600.0,414.0
2020-10-22,brasília,DF,5300108.0,53.0
2020-10-22,cabo frio,RJ,3300704.0,56.0
2020-10-22,cacoal,RO,1100049.0,430.0
2020-10-22,caldas novas,GO,5204508.0,62.0
2020-10-22,campina grande,PB,2504009.0,65.0
2020-10-22,campo grande,AL,2701506.0,67.0
2020-10-22,cascavel,CE,2303501.0,79.0
2020-10-22,caxias do sul,RS,4305108.0,84.0
2020-10-22,chapecó,SC,4204202.0,88.0
2020-10-22,conceição do almeida,BA,2908309.0,93.0
2020-10-22,corumbá,MS,5003207.0,138.0
2020-10-22,cruzeiro do sul,AC,1200203.0,492.0
2020-10-22,cuiabá,MT,5103403.0,98.0
2020-10-22,curitiba,PR,4106902.0,100.0
2020-10-22,dourados,MS,5003702.0,103.0
2020-10-22,feira de santana,BA,2910800.0,107.0
2020-10-22,fernando de noronha,PE,2605459.0,508.0
2020-10-22,florianópolis,SC,4205407.0,110.0
2020-10-22,fortaleza,CE,2304400.0,111.0
2020-10-22,foz do iguaçu,PR,4108304.0,140.0
2020-10-22,goiânia,GO,5208707.0,117.0
2020-10-22,guarapuava,PR,4109401.0,121.0
2020-10-22,ilhéus,BA,2913606.0,126.0
2020-10-22,imperatriz,MA,2105302.0,128.0
2020-10-22,itaituba,PA,1503606.0,541.0
2020-10-22,itajaí,SC,4208203.0,160.0
2020-10-22,jaguaruna,SC,4208807.0,551.0
2020-10-22,ji-paraná,RO,1100122.0,182.0
2020-10-22,jijoca de jericoacoara,CE,2307254.0,557.0
2020-10-22,joinville,SC,4209102.0,186.0
2020-10-22,joão pessoa,PB,2507507.0,185.0
2020-10-22,juazeiro do norte,CE,2307304.0,187.0
2020-10-22,juiz de fora,MG,3136702.0,189.0
2020-10-22,lages,SC,4209300.0,191.0
2020-10-22,lençóis,BA,2919306.0,569.0
2020-10-22,londrina,PR,4113700.0,199.0
2020-10-22,lábrea,AM,1302405.0,567.0
2020-10-22,macapá,AP,1600303.0,202.0
2020-10-22,macaé,RJ,3302403.0,201.0
2020-10-22,maceió,AL,2704302.0,203.0
2020-10-22,manaus,AM,1302603.0,206.0
2020-10-22,marabá,PA,1504208.0,208.0
2020-10-22,maringá,PR,4115200.0,211.0
2020-10-22,montes claros,MG,3143302.0,218.0
2020-10-22,mossoró,RN,2408003.0,220.0
2020-10-22,natal,RN,2408102.0,222.0
2020-10-22,oriximiná,PA,1505304.0,618.0
2020-10-22,palmas,TO,1721000.0,231.0
2020-10-22,parauapebas,PA,1505536.0,237.0
2020-10-22,parintins,AM,1303403.0,238.0
2020-10-22,parnaíba,PI,2207702.0,239.0
2020-10-22,passo fundo,RS,4314100.0,240.0
2020-10-22,patos,PB,2510808.0,244.0
2020-10-22,paulo afonso,BA,2924009.0,246.0
2020-10-22,petrolina,PE,2611101.0,253.0
2020-10-22,ponta grossa,PR,4119905.0,264.0
2020-10-22,porto alegre,RS,4314902.0,267.0
2020-10-22,porto seguro,BA,2925303.0,268.0
2020-10-22,porto velho,RO,1100205.0,269.0
2020-10-22,presidente prudente,SP,3541406.0,274.0
2020-10-22,recife,PE,2611606.0,278.0
2020-10-22,ribeirão preto,SP,3543402.0,281.0
