Cidades,Geocode
união da vitória,3541653.0
urussanga,3541703.0
valença,3541802.0
valinhos,3541901.0
valparaíso de goiás,3542008.0
vargem grande paulista,3542107.0
verê,3542206.0
viamão,3542305.0
viana,3542404.0
vila velha,3542503.0
vinhedo,3542602.0
vitória da conquista,3542800.0
vitória,3542909.0
volta redonda,3543006.0
votorantim,3543105.0
votuporanga,3543204.0
várzea grande,3543238.0
águas lindas de goiás,3543253.0
abaetetuba,3543303.0
acrelândia,3543402.0
afonso cláudio,3543501.0
agudos,3543600.0
alagoinhas,3543709.0
alcinópolis,3543808.0
alegrete,3543907.0
alfenas,3544004.0
aliança,3544202.0
alto rio novo,3544251.0
alvorada,3544301.0
americana,3544509.0
ananindeua,3544608.0
angra dos reis,3544707.0
anta gorda,3544806.0
anápolis,3544905.0
aparecida de goiânia,3545001.0
apodi,3545100.0
aquiraz,3545159.0
aracaju,3545209.0
aracruz,3545308.0
araguari,3545407.0
araguaína,3545506.0
arapongas,3545605.0
araraquara,3545704.0
araucária,3545803.0
araçatuba,3546009.0
arcos,3546207.0
arraial do cabo,3546256.0
arujá,3546306.0
assis chateaubriand,3546405.0
assis,3546504.0
açailândia,3546603.0
açu,3546702.0
bagé,3546801.0
balneário camboriú,3546900.0
barbacena,3547007.0
barcarena,3547106.0
barra mansa,3547205.0
barra do rocha,3547304.0
barra,3547403.0
barreiras,3547502.0
barueri,3547601.0
batayporã,3547650.0
bauru,3547700.0
beberibe,3547809.0
belmonte,3547908.0
belo horizonte,3548005.0
belo jardim,3548054.0
belém,3548104.0
bento gonçalves,3548203.0
betim,3548302.0
biguaçu,3548401.0
blumenau,3548500.0
boa esperança,3548609.0
boa vista,3548708.0
boca do acre,3548807.0
bom despacho,3548906.0
bonfim,3549003.0
brasília,3549102.0
braço do norte,3549300.0
brodowski,3549409.0
brumado,3549508.0
brusque,3549607.0
cabedelo,3549706.0
cachoeira paulista,3549805.0
cachoeira do sul,3549904.0
cachoeirinha,3549953.0
cachoeiro de itapemirim,3550001.0
caicó,3550100.0
cajamar,3550209.0
caldas novas,3550308.0
camaquã,3550407.0
camaragibe,3550506.0
camaçari,3550605.0
camboriú,3550704.0
cambé,3550803.0
campestre de goiás,3550902.0
campina grande,3551009.0
campinas,3551108.0
campo belo,3551207.0
campo bom,3551306.0
campo grande,3551405.0
campo largo,3551504.0
campo mourão,3551603.0
campos altos,3551702.0
campos dos goytacazes,3551801.0
canarana,3551900.0
candeias,3552007.0
canelinha,3552106.0
canguçu,3552205.0
canoas,3552304.0
cantá,3552403.0
capela,3552502.0
capitólio,3552551.0
capão da canoa,3552601.0
cariacica,3552700.0
carlos barbosa,3552809.0
carmo do cajuru,3552908.0
caruaru,3553005.0
cascavel,3553104.0
castanhal,3553203.0
castelo,3553302.0
castro,3553401.0
catalão,3553500.0
catu,3553609.0
caucaia,3553658.0
caxias do sul,3553708.0
ceará-mirim,3553807.0
cerro grande do sul,3553856.0
chapecó,3553906.0
charqueadas,3553955.0
cianorte,3554003.0
cidade ocidental,3554102.0
coaraci,3554201.0
conceição do jacuípe,3554300.0
conde,3554409.0
contagem,3554508.0
contenda,3554607.0
cornélio procópio,3554656.0
coronel fabriciano,3554706.0
cotia,3554805.0
criciúma,3554904.0
cruzeiro do sul,3554953.0
cuiabá,3555000.0
curitiba,3555109.0
diadema,3555208.0
dias d'ávila,3555307.0
divinópolis,3555356.0
dois irmãos,3555406.0
dom pedrito,3555505.0
dourados,3555604.0
dracena,3555703.0
duque de caxias,3555802.0
eldorado do sul,3555901.0
embu das artes,3556008.0
erechim,3556107.0
estrela,3556206.0
estância velha,3556305.0
eusébio,3556354.0
extrema,3556404.0
farroupilha,3556453.0
faxinal,3556503.0
fazenda rio grande,3556602.0
feira de santana,3556701.0
ferraz de vasconcelos,3556800.0
florianópolis,3556909.0
fortaleza,3556958.0
fortim,3557006.0
foz do iguaçu,3557105.0
franca,3557154.0
francisco beltrão,3557204.0
francisco morato,4100103.0
franco da rocha,4100202.0
fundão,4100301.0
garibaldi,4100459.0
gaspar,4100509.0
goiana,4100608.0
goianésia,4100707.0
goioerê,4100806.0
goiânia,4100905.0
governador valadares,4101002.0
gravatal,4101101.0
gravataí,4101150.0
guapimirim,4101200.0
guarapari,4101309.0
guarapuava,4101408.0
guarujá,4101507.0
guarulhos,4101606.0
guaíba,4101655.0
guaíra,4101705.0
guimarânia,4101804.0
hidrolândia,4101853.0
hortolândia,4101903.0
ibaiti,4102000.0
icó,4102109.0
igaracy,4102208.0
ilhéus,4102307.0
imbituba,4102406.0
imperatriz,4102505.0
indaial,4102604.0
indaiatuba,4102703.0
ipatinga,4102752.0
ipiaú,4102802.0
ipubi,4102901.0
iracemápolis,4103024.0
iretama,4103040.0
itaboraí,4103057.0
itabuna,4103107.0
itacoatiara,4103156.0
itagibá,4103206.0
itaguaí,4103222.0
itaitinga,4103305.0
itaituba,4103354.0
itajaí,4103370.0
itajuípe,4103404.0
itamaraju,4103453.0
itanhaém,4103479.0
itapajé,4103503.0
itapecerica da serra,4103602.0
itapema,4103701.0
itapemirim,4103800.0
itapevi,4103909.0
itapipoca,4103958.0
itaquaquecetuba,4104006.0
itararé,4104055.0
itororó,4104105.0
itu,4104204.0
itumbiara,4104303.0
itupeva,4104402.0
ivoti,4104428.0
jaboatão dos guararapes,4104451.0
jaguaribe,4104501.0
jaguariúna,4104600.0
jaguaruna,4104659.0
jaraguá do sul,4104709.0
jaru,4104808.0
jataí,4104907.0
jaú,4105003.0
jequié,4105102.0
ji-paraná,4105201.0
joaçaba,4105300.0
joinville,4105409.0
joão pessoa,4105508.0
juazeiro do norte,4105607.0
juazeiro,4105706.0
juiz de fora,4105904.0
jundiaí,4106001.0
lages,4106100.0
lagoa da prata,4106209.0
laguna,4106308.0
lajeado,4106407.0
lapa,4106456.0
lavras,4106506.0
lençóis paulista,4106555.0
leópolis,4106571.0
limeira,4106605.0
linhares,4106704.0
londrina,4106803.0
louveira,4106852.0
lucas do rio verde,4106902.0
luziânia,4107009.0
luís gomes,4107108.0
macapá,4107124.0
macaé,4107157.0
macaíba,4107207.0
maceió,4107256.0
magé,4107306.0
mairiporã,4107405.0
manacapuru,4107504.0
manaus,4107520.0
mandirituba,4107538.0
mangaratiba,4107546.0
manhuaçu,4107553.0
marabá,4107603.0
maracanaú,4107652.0
maranguape,4107702.0
marau,4107736.0
marechal cândido rondon,4107751.0
mariana,4107801.0
maringá,4107850.0
marituba,4107900.0
mariópolis,4108007.0
matinhos,4108106.0
matão,4108205.0
mauriti,4108304.0
mauá,4108320.0
medeiros neto,4108403.0
medianeira,4108452.0
miguel pereira,4108502.0
mogi guaçu,4108551.0
mogi das cruzes,4108601.0
monte alegre,4108650.0
mossoró,4108700.0
muriaé,4108809.0
natal,4108908.0
navegantes,4108957.0
niterói,4109005.0
nossa senhora da glória,4109203.0
nova andradina,4109302.0
nova iguaçu,4109401.0
nova lima,4109500.0
nova monte verde,4109609.0
nova odessa,4109658.0
nova palma,4109708.0
nova soure,4109757.0
novo airão,4109807.0
novo hamburgo,4109906.0
osasco,4110003.0
osório,4110052.0
palmares,4110078.0
palmas,4110102.0
palmeira,4110201.0
papanduva,4110300.0
paranaguá,4110409.0
paranaiguara,4110508.0
paranavaí,4110607.0
parauapebas,4110656.0
paraí,4110706.0
parnamirim,4110805.0
parnaíba,4110904.0
passa e fica,4110953.0
passo fundo,4111001.0
pato branco,4111100.0
patos,4111209.0
patrocínio,4111308.0
paulo lopes,4111407.0
paulínia,4111506.0
peabiru,4111555.0
pelotas,4111605.0
penápolis,4111704.0
pescaria brava,4111803.0
petrolina,4111902.0
petrópolis,4112009.0
piracicaba,4112108.0
pirajuí,4112207.0
piratini,4112306.0
pojuca,4112405.0
pomerode,4112504.0
ponta grossa,4112702.0
ponta porã,4112751.0
porto acre,4112801.0
porto alegre,4112900.0
porto belo,4112959.0
porto feliz,4113007.0
porto real do colégio,4113106.0
porto seguro,4113205.0
porto velho,4113254.0
pouso alegre,4113304.0
poá,4113403.0
poços de caldas,4113429.0
prado,4113452.0
praia grande,4113502.0
propriá,4113601.0
quatiguá,4113700.0
quatro barras,4113734.0
quixadá,4113759.0
rancho queimado,4113809.0
recife,4113908.0
resende,4114005.0
ribeirão pires,4114104.0
ribeirão preto,4114203.0
rio bonito,4114302.0
rio branco do sul,4114351.0
rio branco,4114401.0
rio claro,4114500.0
rio grande,4114609.0
rio negro,4114708.0
rio verde de mato grosso,4114807.0
rio verde,4114906.0
rio das ostras,4115101.0
rio de janeiro,4115200.0
rolante,4115309.0
rondonópolis,4115358.0
sabará,4115408.0
salto de pirapora,4115457.0
salvador,4115507.0
sant'ana do livramento,4115606.0
santa cruz cabrália,4115705.0
santa isabel,4115739.0
santa luzia,4115754.0
santa maria,4115804.0
santa quitéria,4115853.0
santa rosa,4116000.0
santa teresa,4116059.0
santana de parnaíba,4116109.0
santana do paraíso,4116208.0
santarém,4116307.0
santiago,4116406.0
santo andré,4116604.0
santo antônio da patrulha,4116703.0
santo antônio do monte,4116802.0
santos,4116901.0
sapiranga,4116950.0
sapucaia do sul,4117008.0
serafina corrêa,4117057.0
seropédica,4117107.0
serra do salitre,4117206.0
serra,4117214.0
sete lagoas,4117222.0
siderópolis,4117255.0
sidrolândia,4117271.0
silvânia,4117297.0
sinop,4117305.0
sobral,4117404.0
sooretama,4117453.0
sorocaba,4117503.0
sousa,4117602.0
suzano,4117701.0
são bernardo do campo,4117800.0
são caetano do sul,4117909.0
são domingos do sul,4118006.0
são domingos,4118105.0
são francisco do sul,4118204.0
são gabriel,4118303.0
são gonçalo do amarante,4118402.0
são gonçalo,4118451.0
são josé de mipibu,4118501.0
são josé do divino,4118600.0
são josé do rio pardo,4118709.0
são josé do rio preto,4118808.0
são josé dos campos,4118857.0
são josé dos pinhais,4118907.0
são josé,4119004.0
são joão del rei,4119103.0
são leopoldo,4119202.0
são lourenço da mata,4119251.0
são lourenço do oeste,4119301.0
são ludgero,4119400.0
são luís,4119608.0
são manoel do paraná,4119657.0
são mateus,4119707.0
são paulo,4119806.0
são pedro da aldeia,4119905.0
são pedro,4119954.0
são roque do canaã,4120002.0
são sebastião do caí,4120101.0
são sebastião,4120150.0
são vicente,4120200.0
taboão da serra,4120309.0
tangará da serra,4120333.0
taquara,4120358.0
taquari,4120408.0
tatuí,4120507.0
taubaté,4120606.0
teixeira de freitas,4120655.0
telêmaco borba,4120705.0
teresina,4120804.0
teresópolis,4120853.0
terra boa,4120903.0
terra rica,4121000.0
tianguá,4121109.0
tibau,4121208.0
tijucas,4121307.0
timbé do sul,4121406.0
timóteo,4121505.0
toledo,4121604.0
torres,4121703.0
tramandaí,4121752.0
trindade,4121802.0
três lagoas,4121901.0
tubarão,4122008.0
tucuruí,4122107.0
uberaba,4122156.0
uberlândia,4122172.0
umuarama,4122206.0
unaí,4122305.0
união da vitória,4122404.0
uruguaiana,4122503.0
urussanga,4122602.0
valença,4122651.0
valinhos,4122701.0
valparaíso de goiás,4122800.0
vargem grande paulista,4122909.0
verê,4123006.0
viamão,4123105.0
viana,4123204.0
vila maria,4123303.0
vila velha,4123402.0
vinhedo,4123501.0
vitória da conquista,4123600.0
vitória,4123709.0
volta redonda,4123808.0
votorantim,4123824.0
votuporanga,4123857.0
várzea grande,4123907.0
águas lindas de goiás,4123956.0
águas de lindóia,4124004.0
abaetetuba,4124020.0
acrelândia,4124053.0
adamantina,4124103.0
afonso cláudio,4124202.0
agudos,4124301.0
alagoinhas,4124400.0
alcinópolis,4124509.0
alegrete,4124608.0
alfenas,4124707.0
aliança,4124806.0
altamira,4124905.0
alto rio novo,4125001.0
alvorada,4125100.0
americana,4125209.0
ananindeua,4125308.0
angra dos reis,4125357.0
anta gorda,4125407.0
anápolis,4125456.0
aparecida de goiânia,4125506.0
apodi,4125555.0
aquiraz,4125605.0
aracaju,4125704.0
aracruz,4125753.0
araguari,4125803.0
araguaína,4125902.0
arapongas,4126009.0
araranguá,4126108.0
araraquara,4126207.0
araruama,4126256.0
araruna,4126272.0
araucária,4126306.0
araçatuba,4126355.0
arcos,4126405.0
arraial do cabo,4126504.0
arujá,4126603.0
assis chateaubriand,4126652.0
assis,4126678.0
atibaia,4126702.0
açailândia,4126801.0
açu,4126900.0
bagé,4127007.0
balneário camboriú,4127106.0
barbacena,4127205.0
barcarena,4127304.0
barra mansa,4127403.0
barra do piraí,4127502.0
barra do rocha,4127601.0
barra,4127700.0
barreiras,4127809.0
barueri,4127858.0
batayporã,4127882.0
bauru,4127908.0
baía formosa,4127957.0
beberibe,4127965.0
belmonte,4128005.0
belo horizonte,4128104.0
belo jardim,4128203.0
belém,4128302.0
benevides,4128401.0
bento gonçalves,4128500.0
betim,4128534.0
biguaçu,4128559.0
blumenau,4128609.0
boa esperança,4128625.0
boa vista,4128633.0
boca do acre,4128658.0
bom despacho,4128708.0
bom jesus de goiás,4128807.0
bonfim,4200051.0
brasília,4200101.0
braço do norte,4200200.0
brodowski,4200309.0
brumado,4200408.0
brusque,4200507.0
cabedelo,4200556.0
cabo de santo agostinho,4200606.0
cachoeira paulista,4200705.0
cachoeira do sul,4200754.0
cachoeirinha,4200804.0
cachoeiro de itapemirim,4201000.0
caicó,4201257.0
cajamar,4201273.0
caldas novas,4201307.0
camaquã,4201406.0
camaragibe,4201505.0
camaçari,4201604.0
camboriú,4201703.0
cambé,4201802.0
campestre de goiás,4201901.0
campina grande do sul,4202008.0
campina grande,4202057.0
campinas,4202081.0
campo belo,4202107.0
campo bom,4202131.0
campo grande,4202156.0
campo largo,4202206.0
campo maior,4202305.0
campo mourão,4202404.0
campos altos,4202438.0
campos dos goytacazes,4202453.0
canarana,4202503.0
candeias,4202537.0
canelinha,4202578.0
canguçu,4202602.0
canindé,4202800.0
canoas,4202859.0
cantá,4202875.0
capela,4202909.0
capitólio,4203006.0
capão da canoa,4203105.0
caraúbas,4203154.0
cariacica,4203204.0
carlos barbosa,4203253.0
carmo do cajuru,4203303.0
caruaru,4203402.0
cascavel,4203501.0
castanhal,4203600.0
castelo,4203709.0
castro,4203808.0
catalão,4203907.0
catu,4203956.0
caucaia,4204004.0
caxias do sul,4204103.0
ceará-mirim,4204152.0
cerro grande do sul,4204178.0
chapecó,4204202.0
charqueadas,4204251.0
cianorte,4204301.0
cidade ocidental,4204350.0
coaraci,4204400.0
colatina,4204509.0
conceição do jacuípe,4204558.0
conde,4204608.0
contagem,4204707.0
contenda,4204756.0
cornélio procópio,4204806.0
coronel fabriciano,4204905.0
cotia,4205001.0
cravinhos,4205100.0
criciúma,4205159.0
cruzeiro do sul,4205175.0
cuiabá,4205191.0
curitiba,4205209.0
diadema,4205308.0
dias d'ávila,4205407.0
divinópolis,4205431.0
dois irmãos,4205456.0
dom pedrito,4205506.0
dourados,4205555.0
dracena,4205605.0
duque de caxias,4205704.0
eldorado do sul,4205803.0
embu das artes,4205902.0
erechim,4206108.0
esmeraldas,4206207.0
estrela,4206405.0
estância velha,4206504.0
eusébio,4206603.0
extrema,4206652.0
farias brito,4206751.0
farroupilha,4206801.0
faxinal,4206900.0
fazenda rio grande,4207106.0
feira de santana,4207205.0
ferraz de vasconcelos,4207304.0
florianópolis,4207403.0
fortaleza,4207502.0
fortim,4207577.0
foz do iguaçu,4207601.0
franca,4207650.0
francisco beltrão,4207684.0
francisco morato,4207700.0
franco da rocha,4207759.0
fundão,4207809.0
garibaldi,4207858.0
gaspar,4207908.0
goiana,4208005.0
goianésia do pará,4208104.0
goianésia,4208203.0
goioerê,4208302.0
goiânia,4208401.0
governador valadares,4208450.0
gravatal,4208500.0
gravataí,4208609.0
guapimirim,4208708.0
guarapari,4208807.0
guarapuava,4208906.0
guarujá,4209003.0
guarulhos,4209102.0
guaíba,4209151.0
guaíra,4209177.0
guimarânia,4209201.0
hidrolândia,4209300.0
hortolândia,4209409.0
ibaiti,4209458.0
icó,4209508.0
igaracy,4209607.0
iguaba grande,4209706.0
ilhéus,4209854.0
imbituba,4209904.0
imperatriz,4210001.0
indaial,4210035.0
indaiatuba,4210050.0
ipaporanga,4210100.0
ipatinga,4210209.0
ipiaú,4210308.0
ipubi,4210407.0
iracemápolis,4210506.0
irati,4210555.0
iretama,4210605.0
itabira,4210704.0
itaboraí,4210803.0
itabuna,4210902.0
itacoatiara,4211009.0
itagibá,4211058.0
itaguaí,4211108.0
itaitinga,4211207.0
itaituba,4211256.0
itajaí,4211306.0
itajuípe,4211405.0
itamaraju,4211454.0
itanhaém,4211504.0
itapajé,4211652.0
itapecerica da serra,4211702.0
itapema,4211751.0
itapemirim,4211876.0
itapevi,4211892.0
itapipoca,4211900.0
itaquaquecetuba,4212007.0
itararé,4212056.0
itororó,4212106.0
itu,4212205.0
itumbiara,4212239.0
itupeva,4212254.0
ivoti,4212270.0
jaboatão dos guararapes,4212304.0
jaboticabal,4212403.0
jaguaribe,4212502.0
jaguariúna,4212601.0
jaguaruna,4212650.0
jaraguá do sul,4212700.0
jaru,4212809.0
jataí,4212908.0
jaú,4213005.0
jequié,4213104.0
ji-paraná,4213153.0
joaçaba,4213203.0
joinville,4213302.0
joão pessoa,4213351.0
juazeiro do norte,4213401.0
juazeiro,4213500.0
juiz de fora,4213609.0
junco do seridó,4213708.0
jundiaí,4213807.0
lages,4213906.0
lagoa da prata,4214003.0
laguna,4214102.0
lajeado,4214151.0
lapa,4214201.0
lavras,4214300.0
lençóis paulista,4214409.0
leópolis,4214508.0
limeira,4214607.0
linhares,4214706.0
londrina,4214805.0
louveira,4214904.0
lucas do rio verde,4215000.0
luziânia,4215075.0
luís gomes,4215109.0
macapá,4215208.0
macaé,4215356.0
macaíba,4215406.0
maceió,4215455.0
mafra,4215505.0
magé,4215554.0
mairiporã,4215653.0
manacapuru,4215679.0
manaus,4215687.0
mandirituba,4215703.0
mangaratiba,4215752.0
manhuaçu,4215802.0
marabá,4215901.0
maracanaú,4216008.0
maranguape,4216057.0
marau,4216107.0
marechal cândido rondon,4216206.0
marechal deodoro,4216255.0
mariana,4216305.0
maringá,4216354.0
marituba,4216404.0
mariópolis,4216503.0
marília,4216602.0
matinhos,4216701.0
matão,4216800.0
mauriti,4216909.0
mauá,4217006.0
medeiros neto,4217105.0
medianeira,4217154.0
miguel pereira,4217204.0
mogi guaçu,4217303.0
mogi das cruzes,4217501.0
monte alegre,4217550.0
morro da fumaça,4217600.0
mossoró,4217709.0
muriaé,4217758.0
natal,4217808.0
navegantes,4217907.0
nilópolis,4217956.0
niterói,4218004.0
nossa senhora da glória,4218103.0
nova andradina,4218202.0
nova iguaçu,4218301.0
nova lima,4218350.0
nova monte verde,4218509.0
nova odessa,4218608.0
nova palma,4218707.0
nova soure,4218806.0
nova veneza,4218905.0
novo airão,4218954.0
novo hamburgo,4219002.0
novo progresso,4219101.0
osasco,4219150.0
osório,4219176.0
palhoça,4219200.0
palmares,4219309.0
palmas,4219358.0
palmeira,4219408.0
papanduva,4219507.0
paranaguá,4219606.0
paranaiguara,4219705.0
paranavaí,4219853.0
parauapebas,4300034.0
paraí,4300059.0
parnamirim,4300109.0
parnaíba,4300208.0
passa e fica,4300307.0
passo fundo,4300406.0
pato branco,4300455.0
patos,4300471.0
patrocínio,4300505.0
paulista,4300554.0
paulo lopes,4300570.0
paulínia,4300604.0
peabiru,4300638.0
pelotas,4300646.0
penápolis,4300661.0
pescaria brava,4300703.0
petrolina,4300802.0
petrópolis,4300851.0
piracicaba,4300877.0
pirajuí,4300901.0
piratini,4301008.0
pojuca,4301057.0
pomerode,4301073.0
ponta grossa,4301107.0
ponta porã,4301206.0
porciúncula,4301305.0
porto acre,4301404.0
porto alegre,4301503.0
porto belo,4301602.0
porto feliz,4301636.0
porto real do colégio,4301651.0
porto seguro,4301701.0
porto velho,4301750.0
pouso alegre,4301800.0
poá,4301859.0
poços de caldas,4301875.0
prado,4301909.0
praia grande,4301958.0
promissão,4302006.0
propriá,4302055.0
quatiguá,4302105.0
quatro barras,4302154.0
quixadá,4302204.0
rancho queimado,4302220.0
recife,4302238.0
resende,4302253.0
ribeirão pires,4302303.0
ribeirão preto,4302352.0
rio bonito,4302378.0
rio branco do sul,4302402.0
rio branco,4302451.0
rio claro,4302501.0
rio grande,4302584.0
rio negro,4302659.0
rio verde de mato grosso,4302709.0
rio verde,4302808.0
rio das ostras,4302907.0
rio de janeiro,4303004.0
rolante,4303103.0
rondonópolis,4303202.0
sabará,4303301.0
salto de pirapora,4303400.0
salvador,4303509.0
sant'ana do livramento,4303558.0
santa cruz cabrália,4303608.0
santa isabel,4303673.0
santa luzia,4303707.0
santa maria,4303806.0
santa quitéria,4303905.0
santa rosa,4304002.0
santa teresa,4304101.0
santana de parnaíba,4304200.0
santana do paraíso,4304309.0
santarém,4304358.0
santiago,4304408.0
santo andré,4304507.0
santo antônio da patrulha,4304606.0
santo antônio do monte,4304614.0
santo antônio,4304622.0
santos,4304630.0
sapiranga,4304655.0
sapucaia do sul,4304671.0
sarandi,4304689.0
senador canedo,4304697.0
serafina corrêa,4304705.0
seropédica,4304713.0
serra branca,4304804.0
serra do salitre,4304853.0
serra,4304903.0
sete lagoas,4304952.0
siderópolis,4305009.0
sidrolândia,4305108.0
silvânia,4305116.0
sinop,4305124.0
sobral,4305132.0
sooretama,4305157.0
sorocaba,4305173.0
sousa,4305207.0
suzano,4305306.0
são bernardo do campo,4305355.0
são caetano do sul,4305371.0
são domingos do sul,4305405.0
são domingos,4305439.0
são francisco do sul,4305447.0
são gabriel,4305454.0
são geraldo do araguaia,4305504.0
são gonçalo do amarante,4305587.0
são gonçalo,4305702.0
são josé de mipibu,4305801.0
são josé de ribamar,4305835.0
são josé do divino,4305850.0
são josé do rio pardo,4305871.0
são josé do rio preto,4305900.0
são josé dos campos,4305934.0
são josé dos pinhais,4305959.0
são josé,4305975.0
são joão del rei,4306007.0
são leopoldo,4306056.0
são lourenço da mata,4306072.0
são lourenço do oeste,4306106.0
são ludgero,4306130.0
são luís de montes belos,4306205.0
são luís,4306304.0
são manoel do paraná,4306320.0
são mateus,4306353.0
são paulo,4306379.0
são pedro da aldeia,4306403.0
são pedro,4306429.0
são roque do canaã,4306452.0
são sebastião do caí,4306502.0
são sebastião,4306551.0
são vicente,4306601.0
taboão da serra,4306700.0
tangará da serra,4306734.0
taquara,4306759.0
taquari,4306767.0
tatuí,4306809.0
taubaté,4306908.0
teixeira de freitas,4306924.0
telêmaco borba,4306932.0
teresina,4306957.0
teresópolis,4306973.0
terra boa,4307005.0
terra rica,4307054.0
tianguá,4307104.0
tibau,4307203.0
tijucas,4307302.0
timbé do sul,4307401.0
timóteo,4307450.0
toledo,4307500.0
torres,4307559.0
tramandaí,4307609.0
trindade,4307708.0
três lagoas,4307807.0
três rios,4307815.0
tubarão,4307831.0
tucuruí,4307906.0
uberaba,4308003.0
uberlândia,4308052.0
umuarama,4308078.0
unaí,4308102.0
união da vitória,4308201.0
uruguaiana,4308250.0
urussanga,4308300.0
utinga,4308409.0
valença,4308433.0
valinhos,4308458.0
valparaíso de goiás,4308508.0
vargem grande paulista,4308607.0
verê,4308656.0
viamão,4308706.0
viana,4308805.0
vila maria,4308904.0
vila velha,4309001.0
vinhedo,4309050.0
vitória da conquista,4309100.0
vitória,4309159.0
volta redonda,4309209.0
votorantim,4309258.0
votuporanga,4309308.0
várzea grande,4309407.0
águas lindas de goiás,4309506.0
águas de lindóia,4309555.0
abaetetuba,4309571.0
acrelândia,4309605.0
adamantina,4309654.0
adustina,4309704.0
afonso cláudio,4309753.0
agudos,4309803.0
alagoinhas,4309902.0
alcinópolis,4309951.0
alegrete,4310009.0
alfenas,4310108.0
aliança,4310207.0
alta floresta,4310306.0
altamira,4310330.0
alto rio novo,4310363.0
alvorada,4310405.0
americana,4310413.0
ananindeua,4310439.0
angra dos reis,4310462.0
anta gorda,4310504.0
anápolis,4310538.0
aparecida de goiânia,4310553.0
apodi,4310579.0
aquiraz,4310603.0
aracaju,4310652.0
aracruz,4310702.0
araguari,4310751.0
araguaína,4310801.0
arapongas,4310850.0
araranguá,4310876.0
araraquara,4310900.0
araruama,4311007.0
araruna,4311106.0
araucária,4311122.0
araçatuba,4311130.0
arcos,4311155.0
arraial do cabo,4311205.0
arujá,4311239.0
assis chateaubriand,4311254.0
assis,4311270.0
atibaia,4311304.0
açailândia,4311403.0
açu,4311429.0
bagé,4311502.0
balneário camboriú,4311601.0
barbacena,4311627.0
barcarena,4311643.0
barra mansa,4311700.0
barra do piraí,4311718.0
barra do rocha,4311734.0
barra,4311759.0
barreiras,4311775.0
barueri,4311791.0
batayporã,4311809.0
bauru,4311908.0
baía formosa,4311981.0
beberibe,4312054.0
belmonte,4312104.0
belo horizonte,4312138.0
belo jardim,4312153.0
belém,4312203.0
benevides,4312252.0
bento gonçalves,4312302.0
betim,4312351.0
biguaçu,4312377.0
blumenau,4312385.0
boa esperança,4312401.0
boa vista,4312427.0
boca do acre,4312443.0
bom despacho,4312450.0
bom jesus de goiás,4312476.0
bonfim,4312500.0
botucatu,4312609.0
brasília,4312617.0
braço do norte,4312658.0
brodowski,4312674.0
brumado,4312708.0
brusque,4312757.0
cabedelo,4312807.0
cabo de santo agostinho,4312906.0
cachoeira paulista,4313003.0
cachoeira do sul,4313037.0
cachoeira,4313060.0
cachoeirinha,4313086.0
cachoeiro de itapemirim,4313102.0
caicó,4313201.0
cajamar,4313300.0
caldas novas,4313359.0
camaquã,4313375.0
camaragibe,4313391.0
camaçari,4313409.0
camboriú,4313425.0
cambé,4313441.0
campestre de goiás,4313466.0
campina grande do sul,4313490.0
campina grande,4313508.0
campinas,4313607.0
campo belo,4313656.0
campo bom,4313706.0
campo grande,4313805.0
campo largo,4313904.0
campo maior,4313953.0
campo mourão,4314001.0
campo novo do parecis,4314027.0
campos altos,4314035.0
campos dos goytacazes,4314050.0
canarana,4314068.0
candeias,4314076.0
canelinha,4314100.0
canguçu,4314134.0
canindé,4314159.0
canoas,4314175.0
cantá,4314209.0
capela,4314308.0
capitólio,4314407.0
capão da canoa,4314423.0
caraúbas,4314456.0
cariacica,4314464.0
carlos barbosa,4314472.0
carmo da cachoeira,4314498.0
carmo do cajuru,4314506.0
caruaru,4314548.0
cascavel,4314555.0
castanhal,4314605.0
castelo,4314704.0
castro,4314753.0
catalão,4314779.0
catu,4314787.0
caucaia,4314803.0
caxias do sul,4314902.0
ceará-mirim,4315008.0
cedral,4315057.0
cerro grande do sul,4315073.0
chapecó,4315107.0
charqueadas,4315131.0
chopinzinho,4315149.0
cianorte,4315156.0
cidade ocidental,4315172.0
coaraci,4315206.0
colatina,4315305.0
conceição do jacuípe,4315321.0
conde,4315354.0
contagem,4315404.0
contenda,4315453.0
cornélio procópio,4315503.0
coronel fabriciano,4315552.0
cotia,4315602.0
cravinhos,4315701.0
criciúma,4315750.0
cruzeiro do sul,4315800.0
cuiabá,4315909.0
curitiba,4315958.0
diadema,4316006.0
dianópolis,4316105.0
dias d'ávila,4316204.0
divinópolis,4316303.0
dois irmãos,4316402.0
dom pedrito,4316428.0
dourados,4316436.0
dracena,4316451.0
duque de caxias,4316477.0
eldorado do sul,4316501.0
embu das artes,4316600.0
erechim,4316709.0
esmeraldas,4316733.0
estrela,4316758.0
estância velha,4316808.0
eusébio,4316907.0
extrema,4316956.0
farias brito,4316972.0
farroupilha,4317004.0
faxinal,4317103.0
fazenda rio grande,4317202.0
feira de santana,4317251.0
ferraz de vasconcelos,4317301.0
florianópolis,4317400.0
fortaleza,4317509.0
fortim,4317558.0
foz do iguaçu,4317608.0
franca,4317707.0
francisco beltrão,4317756.0
francisco morato,4317806.0
franco da rocha,4317905.0
fundão,4317954.0
gandu,4318002.0
garibaldi,4318051.0
gaspar,4318101.0
goiana,4318200.0
goianésia do pará,4318309.0
goianésia,4318408.0
